Report Date:,10/7/2015 2:49:24 PM
Application:,WinSitu.exe
Application Version:,5.6.22.4


Log File Properties
File Name,DB-2_10m_monitoring_2015-10-07_14-49-04-965.wsl
Create Date,10/7/2015 2:49:01 PM

Device Properties
Device,Rugged TROLL 100
Site,ILJOOK
Device Name, 
Serial Number,361655
Firmware Version,1.01
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
6/20/2015 12:00:00 AM,      87.000,                        14.434,                        25.896,                        10.158,
6/20/2015 1:00:00 AM ,      88.000,                        14.455,                        26.186,                        10.173,
6/20/2015 2:00:00 AM ,      89.000,                        14.425,                        26.380,                        10.152,
6/20/2015 3:00:00 AM ,      90.000,                        14.443,                        26.525,                        10.164,
6/20/2015 4:00:00 AM ,      91.000,                        14.456,                        26.622,                        10.174,
6/20/2015 5:00:00 AM ,      92.000,                        14.457,                        26.766,                        10.174,
6/20/2015 6:00:00 AM ,      93.000,                        14.447,                        26.863,                        10.167,
6/20/2015 7:00:00 AM ,      94.000,                        14.451,                        26.911,                        10.170,
6/20/2015 8:00:00 AM ,      95.000,                        14.448,                        27.008,                        10.168,
6/20/2015 9:00:00 AM ,      96.000,                        14.451,                        27.104,                        10.170,
6/20/2015 10:00:00 AM,      97.000,                        14.455,                        27.152,                        10.173,
6/20/2015 11:00:00 AM,      98.000,                        14.445,                        27.201,                        10.166,
6/20/2015 12:00:00 PM,      99.000,                        14.462,                        27.249,                        10.178,
6/20/2015 1:00:00 PM ,     100.000,                        14.479,                        27.345,                        10.190,
6/20/2015 2:00:00 PM ,     101.000,                        14.449,                        27.393,                        10.169,
6/20/2015 3:00:00 PM ,     102.000,                        14.469,                        27.442,                        10.183,
6/20/2015 4:00:00 PM ,     103.000,                        14.476,                        27.442,                        10.188,
6/20/2015 5:00:00 PM ,     104.000,                        14.456,                        27.442,                        10.174,
6/20/2015 6:00:00 PM ,     105.000,                        14.446,                        27.393,                        10.166,
6/20/2015 7:00:00 PM ,     106.000,                        14.439,                        27.393,                        10.162,
6/20/2015 8:00:00 PM ,     107.000,                        14.462,                        27.393,                        10.178,
6/20/2015 9:00:00 PM ,     108.000,                        14.466,                        27.393,                        10.180,
6/20/2015 10:00:00 PM,     109.000,                        14.462,                        27.345,                        10.178,
6/20/2015 11:00:00 PM,     110.000,                        14.465,                        27.297,                        10.180,
6/21/2015 12:00:00 AM,     111.000,                        14.458,                        27.249,                        10.175,
6/21/2015 1:00:00 AM ,     112.000,                        14.481,                        27.152,                        10.192,
6/21/2015 2:00:00 AM ,     113.000,                        14.461,                        27.104,                        10.177,
6/21/2015 3:00:00 AM ,     114.000,                        14.438,                        27.104,                        10.161,
6/21/2015 4:00:00 AM ,     115.000,                        14.464,                        27.008,                        10.180,
6/21/2015 5:00:00 AM ,     116.000,                        14.474,                        26.911,                        10.186,
6/21/2015 6:00:00 AM ,     117.000,                        14.480,                        26.815,                        10.191,
6/21/2015 7:00:00 AM ,     118.000,                        14.507,                        26.766,                        10.209,
6/21/2015 8:00:00 AM ,     119.000,                        14.497,                        26.718,                        10.202,
6/21/2015 9:00:00 AM ,     120.000,                        14.503,                        26.718,                        10.207,
6/21/2015 10:00:00 AM,     121.000,                        14.480,                        26.718,                        10.191,
6/21/2015 11:00:00 AM,     122.000,                        14.463,                        26.766,                        10.179,
6/21/2015 12:00:00 PM,     123.000,                        14.464,                        26.815,                        10.179,
6/21/2015 1:00:00 PM ,     124.000,                        14.470,                        26.863,                        10.184,
6/21/2015 2:00:00 PM ,     125.000,                        14.454,                        27.008,                        10.173,
6/21/2015 3:00:00 PM ,     126.000,                        14.438,                        27.056,                        10.161,
6/21/2015 4:00:00 PM ,     127.000,                        14.438,                        27.201,                        10.161,
6/21/2015 5:00:00 PM ,     128.000,                        14.436,                        27.393,                        10.159,
6/21/2015 6:00:00 PM ,     129.000,                        14.426,                        27.586,                        10.153,
6/21/2015 7:00:00 PM ,     130.000,                        14.450,                        27.730,                        10.170,
6/21/2015 8:00:00 PM ,     131.000,                        14.447,                        27.826,                        10.167,
6/21/2015 9:00:00 PM ,     132.000,                        14.464,                        27.826,                        10.179,
6/21/2015 10:00:00 PM,     133.000,                        14.457,                        27.826,                        10.174,
6/21/2015 11:00:00 PM,     134.000,                        14.480,                        27.826,                        10.191,
6/22/2015 12:00:00 AM,     135.000,                        14.467,                        27.826,                        10.182,
6/22/2015 1:00:00 AM ,     136.000,                        14.467,                        27.778,                        10.181,
6/22/2015 2:00:00 AM ,     137.000,                        14.457,                        27.778,                        10.174,
6/22/2015 3:00:00 AM ,     138.000,                        14.467,                        27.730,                        10.181,
6/22/2015 4:00:00 AM ,     139.000,                        14.467,                        27.730,                        10.181,
6/22/2015 5:00:00 AM ,     140.000,                        14.493,                        27.682,                        10.200,
6/22/2015 6:00:00 AM ,     141.000,                        14.463,                        27.634,                        10.179,
6/22/2015 7:00:00 AM ,     142.000,                        14.480,                        27.586,                        10.190,
6/22/2015 8:00:00 AM ,     143.000,                        14.470,                        27.586,                        10.183,
6/22/2015 9:00:00 AM ,     144.000,                        14.469,                        27.442,                        10.183,
6/22/2015 10:00:00 AM,     145.000,                        14.457,                        26.815,                        10.174,
6/22/2015 11:00:00 AM,     146.000,                        14.477,                        25.993,                        10.189,
6/22/2015 12:00:00 PM,     147.000,                        14.448,                        25.313,                        10.168,
6/22/2015 1:00:00 PM ,     148.000,                        14.460,                        24.827,                        10.177,
6/22/2015 2:00:00 PM ,     149.000,                        14.452,                        24.389,                        10.171,
6/22/2015 3:00:00 PM ,     150.000,                        14.428,                        24.145,                        10.154,
6/22/2015 4:00:00 PM ,     151.000,                        14.420,                        23.949,                        10.149,
6/22/2015 5:00:00 PM ,     152.000,                        14.439,                        23.705,                        10.162,
6/22/2015 6:00:00 PM ,     153.000,                        14.449,                        23.656,                        10.169,
6/22/2015 7:00:00 PM ,     154.000,                        14.446,                        23.705,                        10.167,
6/22/2015 8:00:00 PM ,     155.000,                        14.442,                        23.460,                        10.164,
6/22/2015 9:00:00 PM ,     156.000,                        14.464,                        23.166,                        10.179,
6/22/2015 10:00:00 PM,     157.000,                        14.483,                        22.872,                        10.193,
6/22/2015 11:00:00 PM,     158.000,                        14.471,                        23.313,                        10.184,
6/23/2015 12:00:00 AM,     159.000,                        14.474,                        23.998,                        10.186,
6/23/2015 1:00:00 AM ,     160.000,                        14.462,                        24.486,                        10.178,
6/23/2015 2:00:00 AM ,     161.000,                        14.477,                        24.924,                        10.189,
6/23/2015 3:00:00 AM ,     162.000,                        14.475,                        25.362,                        10.187,
6/23/2015 4:00:00 AM ,     163.000,                        14.470,                        25.653,                        10.183,
6/23/2015 5:00:00 AM ,     164.000,                        14.494,                        25.847,                        10.200,
6/23/2015 6:00:00 AM ,     165.000,                        14.491,                        26.089,                        10.198,
6/23/2015 7:00:00 AM ,     166.000,                        14.492,                        26.235,                        10.199,
6/23/2015 8:00:00 AM ,     167.000,                        14.502,                        26.331,                        10.206,
6/23/2015 9:00:00 AM ,     168.000,                        14.509,                        26.477,                        10.211,
6/23/2015 10:00:00 AM,     169.000,                        14.485,                        26.380,                        10.194,
6/23/2015 11:00:00 AM,     170.000,                        14.488,                        26.041,                        10.196,
6/23/2015 12:00:00 PM,     171.000,                        14.466,                        25.556,                        10.181,
6/23/2015 1:00:00 PM ,     172.000,                        14.464,                        25.119,                        10.180,
6/23/2015 2:00:00 PM ,     173.000,                        14.464,                        24.924,                        10.179,
6/23/2015 3:00:00 PM ,     174.000,                        14.467,                        24.876,                        10.181,
6/23/2015 4:00:00 PM ,     175.000,                        14.437,                        24.924,                        10.160,
6/23/2015 5:00:00 PM ,     176.000,                        14.444,                        24.924,                        10.165,
6/23/2015 6:00:00 PM ,     177.000,                        14.474,                        24.973,                        10.186,
6/23/2015 7:00:00 PM ,     178.000,                        14.450,                        24.973,                        10.170,
6/23/2015 8:00:00 PM ,     179.000,                        14.362,                        25.459,                        10.108,
6/23/2015 9:00:00 PM ,     180.000,                        14.499,                        26.525,                        10.204,
6/23/2015 10:00:00 PM,     181.000,                        14.488,                        27.249,                        10.197,
6/23/2015 11:00:00 PM,     182.000,                        14.502,                        27.345,                        10.206,
6/24/2015 12:00:00 AM,     183.000,                        14.481,                        27.152,                        10.192,
6/24/2015 1:00:00 AM ,     184.000,                        14.477,                        26.863,                        10.189,
6/24/2015 2:00:00 AM ,     185.000,                        14.476,                        26.573,                        10.188,
6/24/2015 3:00:00 AM ,     186.000,                        14.488,                        26.235,                        10.196,
6/24/2015 4:00:00 AM ,     187.000,                        14.491,                        25.993,                        10.198,
6/24/2015 5:00:00 AM ,     188.000,                        14.503,                        25.702,                        10.207,
6/24/2015 6:00:00 AM ,     189.000,                        14.492,                        25.459,                        10.199,
6/24/2015 7:00:00 AM ,     190.000,                        14.505,                        25.216,                        10.208,
6/24/2015 8:00:00 AM ,     191.000,                        14.504,                        25.022,                        10.207,
6/24/2015 9:00:00 AM ,     192.000,                        14.422,                        25.459,                        10.150,
6/24/2015 10:00:00 AM,     193.000,                        14.420,                        26.863,                        10.149,
6/24/2015 11:00:00 AM,     194.000,                        14.399,                        28.355,                        10.134,
6/24/2015 12:00:00 PM,     195.000,                        14.409,                        30.314,                        10.140,
6/24/2015 1:00:00 PM ,     196.000,                        14.392,                        32.258,                        10.128,
6/24/2015 2:00:00 PM ,     197.000,                        14.380,                        33.812,                        10.120,
6/24/2015 3:00:00 PM ,     198.000,                        14.350,                        34.983,                        10.099,
6/24/2015 4:00:00 PM ,     199.000,                        14.370,                        35.963,                        10.113,
6/24/2015 5:00:00 PM ,     200.000,                        14.358,                        36.521,                        10.105,
6/24/2015 6:00:00 PM ,     201.000,                        14.281,                        35.263,                        10.050,
6/24/2015 7:00:00 PM ,     202.000,                        14.444,                        34.046,                        10.165,
6/24/2015 8:00:00 PM ,     203.000,                        14.444,                        33.012,                        10.165,
6/24/2015 9:00:00 PM ,     204.000,                        14.397,                        31.785,                        10.132,
6/24/2015 10:00:00 PM,     205.000,                        14.377,                        30.694,                        10.118,
6/24/2015 11:00:00 PM,     206.000,                        14.364,                        29.933,                        10.109,
6/25/2015 12:00:00 AM,     207.000,                        14.373,                        29.456,                        10.115,
6/25/2015 1:00:00 AM ,     208.000,                        14.358,                        29.121,                        10.105,
6/25/2015 2:00:00 AM ,     209.000,                        14.377,                        28.834,                        10.118,
6/25/2015 3:00:00 AM ,     210.000,                        14.363,                        28.594,                        10.108,
6/25/2015 4:00:00 AM ,     211.000,                        14.356,                        28.499,                        10.103,
6/25/2015 5:00:00 AM ,     212.000,                        14.359,                        28.403,                        10.106,
6/25/2015 6:00:00 AM ,     213.000,                        14.359,                        28.307,                        10.105,
6/25/2015 7:00:00 AM ,     214.000,                        14.355,                        28.307,                        10.103,
6/25/2015 8:00:00 AM ,     215.000,                        14.379,                        28.259,                        10.119,
6/25/2015 9:00:00 AM ,     216.000,                        14.283,                        27.490,                        10.052,
6/25/2015 10:00:00 AM,     217.000,                        14.346,                        27.538,                        10.096,
6/25/2015 11:00:00 AM,     218.000,                        14.336,                        28.594,                        10.090,
6/25/2015 12:00:00 PM,     219.000,                        14.326,                        29.599,                        10.082,
6/25/2015 1:00:00 PM ,     220.000,                        14.318,                        30.028,                        10.076,
6/25/2015 2:00:00 PM ,     221.000,                        14.313,                        30.504,                        10.073,
6/25/2015 3:00:00 PM ,     222.000,                        14.289,                        30.361,                        10.056,
6/25/2015 4:00:00 PM ,     223.000,                        14.295,                        30.219,                        10.060,
6/25/2015 5:00:00 PM ,     224.000,                        14.288,                        30.028,                        10.055,
6/25/2015 6:00:00 PM ,     225.000,                        14.273,                        29.599,                        10.045,
6/25/2015 7:00:00 PM ,     226.000,                        14.248,                        29.217,                        10.028,
6/25/2015 8:00:00 PM ,     227.000,                        14.162,                        29.265,                         9.967,
6/25/2015 9:00:00 PM ,     228.000,                        14.237,                        28.786,                        10.020,
6/25/2015 10:00:00 PM,     229.000,                        14.247,                        27.923,                        10.027,
6/25/2015 11:00:00 PM,     230.000,                        14.228,                        27.008,                        10.013,
6/26/2015 12:00:00 AM,     231.000,                        14.235,                        26.089,                        10.018,
6/26/2015 1:00:00 AM ,     232.000,                        14.208,                        25.265,                        10.000,
6/26/2015 2:00:00 AM ,     233.000,                        14.203,                        24.632,                         9.996,
6/26/2015 3:00:00 AM ,     234.000,                        14.167,                        23.949,                         9.971,
6/26/2015 4:00:00 AM ,     235.000,                        14.181,                        23.264,                         9.981,
6/26/2015 5:00:00 AM ,     236.000,                        14.163,                        22.675,                         9.967,
6/26/2015 6:00:00 AM ,     237.000,                        14.171,                        22.085,                         9.973,
6/26/2015 7:00:00 AM ,     238.000,                        14.152,                        21.592,                         9.960,
6/26/2015 8:00:00 AM ,     239.000,                        14.170,                        21.098,                         9.973,
6/26/2015 9:00:00 AM ,     240.000,                        14.172,                        20.801,                         9.974,
6/26/2015 10:00:00 AM,     241.000,                        14.181,                        20.503,                         9.980,
6/26/2015 11:00:00 AM,     242.000,                        14.181,                        20.404,                         9.980,
6/26/2015 12:00:00 PM,     243.000,                        14.164,                        20.404,                         9.968,
6/26/2015 1:00:00 PM ,     244.000,                        14.161,                        20.503,                         9.966,
6/26/2015 2:00:00 PM ,     245.000,                        14.172,                        20.801,                         9.974,
6/26/2015 3:00:00 PM ,     246.000,                        14.184,                        21.345,                         9.983,
6/26/2015 4:00:00 PM ,     247.000,                        14.203,                        21.888,                         9.996,
6/26/2015 5:00:00 PM ,     248.000,                        14.212,                        22.479,                        10.002,
6/26/2015 6:00:00 PM ,     249.000,                        14.207,                        23.019,                         9.999,
6/26/2015 7:00:00 PM ,     250.000,                        14.219,                        23.411,                        10.007,
6/26/2015 8:00:00 PM ,     251.000,                        14.246,                        23.509,                        10.026,
6/26/2015 9:00:00 PM ,     252.000,                        14.249,                        23.460,                        10.028,
6/26/2015 10:00:00 PM,     253.000,                        14.268,                        23.264,                        10.041,
6/26/2015 11:00:00 PM,     254.000,                        14.277,                        23.019,                        10.048,
6/27/2015 12:00:00 AM,     255.000,                        14.309,                        22.773,                        10.071,
6/27/2015 1:00:00 AM ,     256.000,                        14.275,                        22.429,                        10.046,
6/27/2015 2:00:00 AM ,     257.000,                        14.277,                        22.085,                        10.048,
6/27/2015 3:00:00 AM ,     258.000,                        14.275,                        21.641,                        10.047,
6/27/2015 4:00:00 AM ,     259.000,                        14.284,                        21.295,                        10.053,
6/27/2015 5:00:00 AM ,     260.000,                        14.303,                        20.900,                        10.066,
6/27/2015 6:00:00 AM ,     261.000,                        14.311,                        20.553,                        10.072,
6/27/2015 7:00:00 AM ,     262.000,                        14.317,                        20.255,                        10.076,
6/27/2015 8:00:00 AM ,     263.000,                        14.326,                        20.057,                        10.082,
6/27/2015 9:00:00 AM ,     264.000,                        14.319,                        20.106,                        10.078,
6/27/2015 10:00:00 AM,     265.000,                        14.320,                        20.354,                        10.078,
6/27/2015 11:00:00 AM,     266.000,                        14.326,                        20.850,                        10.082,
6/27/2015 12:00:00 PM,     267.000,                        14.328,                        21.592,                        10.084,
6/27/2015 1:00:00 PM ,     268.000,                        14.321,                        22.331,                        10.079,
6/27/2015 2:00:00 PM ,     269.000,                        14.328,                        23.166,                        10.083,
6/27/2015 3:00:00 PM ,     270.000,                        14.401,                        24.291,                        10.135,
6/27/2015 4:00:00 PM ,     271.000,                        14.326,                        26.525,                        10.082,
6/27/2015 5:00:00 PM ,     272.000,                        14.332,                        28.259,                        10.086,
6/27/2015 6:00:00 PM ,     273.000,                        14.337,                        28.882,                        10.090,
6/27/2015 7:00:00 PM ,     274.000,                        14.334,                        28.978,                        10.088,
6/27/2015 8:00:00 PM ,     275.000,                        14.357,                        28.930,                        10.104,
6/27/2015 9:00:00 PM ,     276.000,                        14.353,                        28.499,                        10.101,
6/27/2015 10:00:00 PM,     277.000,                        14.364,                        27.875,                        10.109,
6/27/2015 11:00:00 PM,     278.000,                        14.348,                        27.008,                        10.098,
6/28/2015 12:00:00 AM,     279.000,                        14.358,                        26.138,                        10.105,
6/28/2015 1:00:00 AM ,     280.000,                        14.355,                        25.216,                        10.103,
6/28/2015 2:00:00 AM ,     281.000,                        14.455,                        24.389,                        10.173,
6/28/2015 3:00:00 AM ,     282.000,                        14.492,                        24.437,                        10.199,
6/28/2015 4:00:00 AM ,     283.000,                        14.477,                        24.827,                        10.188,
6/28/2015 5:00:00 AM ,     284.000,                        14.477,                        25.070,                        10.189,
6/28/2015 6:00:00 AM ,     285.000,                        14.471,                        25.119,                        10.184,
6/28/2015 7:00:00 AM ,     286.000,                        14.491,                        25.119,                        10.198,
6/28/2015 8:00:00 AM ,     287.000,                        14.497,                        24.973,                        10.203,
6/28/2015 9:00:00 AM ,     288.000,                        14.490,                        24.876,                        10.198,
6/28/2015 10:00:00 AM,     289.000,                        14.469,                        24.681,                        10.183,
6/28/2015 11:00:00 AM,     290.000,                        14.469,                        24.584,                        10.183,
6/28/2015 12:00:00 PM,     291.000,                        14.475,                        24.486,                        10.187,
6/28/2015 1:00:00 PM ,     292.000,                        14.455,                        24.486,                        10.173,
6/28/2015 2:00:00 PM ,     293.000,                        14.276,                        25.411,                        10.047,
6/28/2015 3:00:00 PM ,     294.000,                        14.365,                        27.201,                        10.110,
6/28/2015 4:00:00 PM ,     295.000,                        14.352,                        28.163,                        10.100,
6/28/2015 5:00:00 PM ,     296.000,                        14.363,                        28.738,                        10.109,
6/28/2015 6:00:00 PM ,     297.000,                        14.291,                        29.073,                        10.058,
6/28/2015 7:00:00 PM ,     298.000,                        14.282,                        29.360,                        10.051,
6/28/2015 8:00:00 PM ,     299.000,                        14.377,                        29.742,                        10.118,
6/28/2015 9:00:00 PM ,     300.000,                        14.386,                        29.503,                        10.124,
6/28/2015 10:00:00 PM,     301.000,                        14.387,                        28.834,                        10.125,
6/28/2015 11:00:00 PM,     302.000,                        14.387,                        27.923,                        10.125,
6/29/2015 12:00:00 AM,     303.000,                        14.388,                        27.008,                        10.126,
6/29/2015 1:00:00 AM ,     304.000,                        14.394,                        26.041,                        10.130,
6/29/2015 2:00:00 AM ,     305.000,                        14.378,                        25.168,                        10.119,
6/29/2015 3:00:00 AM ,     306.000,                        14.395,                        24.389,                        10.131,
6/29/2015 4:00:00 AM ,     307.000,                        14.389,                        23.607,                        10.127,
6/29/2015 5:00:00 AM ,     308.000,                        14.370,                        22.921,                        10.113,
6/29/2015 6:00:00 AM ,     309.000,                        14.364,                        22.282,                        10.109,
6/29/2015 7:00:00 AM ,     310.000,                        14.366,                        21.740,                        10.110,
6/29/2015 8:00:00 AM ,     311.000,                        14.351,                        21.444,                        10.100,
6/29/2015 9:00:00 AM ,     312.000,                        14.361,                        21.444,                        10.107,
6/29/2015 10:00:00 AM,     313.000,                        14.359,                        21.740,                        10.105,
6/29/2015 11:00:00 AM,     314.000,                        14.354,                        22.282,                        10.102,
6/29/2015 12:00:00 PM,     315.000,                        14.327,                        23.019,                        10.083,
6/29/2015 1:00:00 PM ,     316.000,                        14.330,                        23.900,                        10.085,
6/29/2015 2:00:00 PM ,     317.000,                        14.317,                        24.876,                        10.076,
6/29/2015 3:00:00 PM ,     318.000,                        14.341,                        26.041,                        10.093,
