Report Date:,10/7/2015 2:25:59 PM
Application:,WinSitu.exe
Application Version:,5.6.22.4


Log File Properties
File Name,SB-2_10m_monitoring_2015-10-07_14-25-44-997.wsl
Create Date,10/7/2015 2:25:42 PM

Device Properties
Device,Rugged TROLL 100
Site,ILJOOK
Device Name, 
Serial Number,361494
Firmware Version,1.01
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
6/20/2015 12:00:00 AM,      87.000,                        14.495,                        25.917,                        10.201,
6/20/2015 1:00:00 AM ,      88.000,                        14.508,                        26.209,                        10.211,
6/20/2015 2:00:00 AM ,      89.000,                        14.513,                        26.403,                        10.214,
6/20/2015 3:00:00 AM ,      90.000,                        14.529,                        26.597,                        10.225,
6/20/2015 4:00:00 AM ,      91.000,                        14.526,                        26.742,                        10.223,
6/20/2015 5:00:00 AM ,      92.000,                        14.522,                        26.839,                        10.220,
6/20/2015 6:00:00 AM ,      93.000,                        14.506,                        26.936,                        10.209,
6/20/2015 7:00:00 AM ,      94.000,                        14.527,                        26.985,                        10.223,
6/20/2015 8:00:00 AM ,      95.000,                        14.495,                        27.033,                        10.201,
6/20/2015 9:00:00 AM ,      96.000,                        14.531,                        27.130,                        10.227,
6/20/2015 10:00:00 AM,      97.000,                        14.523,                        27.226,                        10.221,
6/20/2015 11:00:00 AM,      98.000,                        14.511,                        27.275,                        10.213,
6/20/2015 12:00:00 PM,      99.000,                        14.536,                        27.323,                        10.230,
6/20/2015 1:00:00 PM ,     100.000,                        14.532,                        27.371,                        10.227,
6/20/2015 2:00:00 PM ,     101.000,                        14.528,                        27.420,                        10.224,
6/20/2015 3:00:00 PM ,     102.000,                        14.532,                        27.468,                        10.227,
6/20/2015 4:00:00 PM ,     103.000,                        14.532,                        27.468,                        10.227,
6/20/2015 5:00:00 PM ,     104.000,                        14.504,                        27.468,                        10.208,
6/20/2015 6:00:00 PM ,     105.000,                        14.512,                        27.516,                        10.213,
6/20/2015 7:00:00 PM ,     106.000,                        14.512,                        27.468,                        10.213,
6/20/2015 8:00:00 PM ,     107.000,                        14.516,                        27.468,                        10.216,
6/20/2015 9:00:00 PM ,     108.000,                        14.552,                        27.420,                        10.241,
6/20/2015 10:00:00 PM,     109.000,                        14.544,                        27.420,                        10.236,
6/20/2015 11:00:00 PM,     110.000,                        14.528,                        27.371,                        10.224,
6/21/2015 12:00:00 AM,     111.000,                        14.540,                        27.323,                        10.233,
6/21/2015 1:00:00 AM ,     112.000,                        14.519,                        27.275,                        10.218,
6/21/2015 2:00:00 AM ,     113.000,                        14.531,                        27.226,                        10.227,
6/21/2015 3:00:00 AM ,     114.000,                        14.527,                        27.130,                        10.224,
6/21/2015 4:00:00 AM ,     115.000,                        14.551,                        27.033,                        10.241,
6/21/2015 5:00:00 AM ,     116.000,                        14.527,                        26.985,                        10.223,
6/21/2015 6:00:00 AM ,     117.000,                        14.530,                        26.888,                        10.226,
6/21/2015 7:00:00 AM ,     118.000,                        14.559,                        26.888,                        10.246,
6/21/2015 8:00:00 AM ,     119.000,                        14.550,                        26.839,                        10.240,
6/21/2015 9:00:00 AM ,     120.000,                        14.562,                        26.791,                        10.249,
6/21/2015 10:00:00 AM,     121.000,                        14.542,                        26.791,                        10.234,
6/21/2015 11:00:00 AM,     122.000,                        14.550,                        26.839,                        10.240,
6/21/2015 12:00:00 PM,     123.000,                        14.546,                        26.888,                        10.237,
6/21/2015 1:00:00 PM ,     124.000,                        14.527,                        26.985,                        10.223,
6/21/2015 2:00:00 PM ,     125.000,                        14.507,                        27.033,                        10.209,
6/21/2015 3:00:00 PM ,     126.000,                        14.519,                        27.130,                        10.218,
6/21/2015 4:00:00 PM ,     127.000,                        14.515,                        27.275,                        10.216,
6/21/2015 5:00:00 PM ,     128.000,                        14.520,                        27.468,                        10.219,
6/21/2015 6:00:00 PM ,     129.000,                        14.521,                        27.661,                        10.219,
6/21/2015 7:00:00 PM ,     130.000,                        14.521,                        27.806,                        10.220,
6/21/2015 8:00:00 PM ,     131.000,                        14.533,                        27.902,                        10.228,
6/21/2015 9:00:00 PM ,     132.000,                        14.542,                        27.951,                        10.234,
6/21/2015 10:00:00 PM,     133.000,                        14.562,                        27.902,                        10.248,
6/21/2015 11:00:00 PM,     134.000,                        14.550,                        27.902,                        10.240,
6/22/2015 12:00:00 AM,     135.000,                        14.558,                        27.902,                        10.245,
6/22/2015 1:00:00 AM ,     136.000,                        14.542,                        27.902,                        10.234,
6/22/2015 2:00:00 AM ,     137.000,                        14.553,                        27.854,                        10.242,
6/22/2015 3:00:00 AM ,     138.000,                        14.549,                        27.806,                        10.239,
6/22/2015 4:00:00 AM ,     139.000,                        14.529,                        27.806,                        10.225,
6/22/2015 5:00:00 AM ,     140.000,                        14.553,                        27.758,                        10.242,
6/22/2015 6:00:00 AM ,     141.000,                        14.545,                        27.709,                        10.236,
6/22/2015 7:00:00 AM ,     142.000,                        14.565,                        27.661,                        10.250,
6/22/2015 8:00:00 AM ,     143.000,                        14.573,                        27.613,                        10.256,
6/22/2015 9:00:00 AM ,     144.000,                        14.560,                        27.516,                        10.247,
6/22/2015 10:00:00 AM,     145.000,                        14.539,                        26.936,                        10.232,
6/22/2015 11:00:00 AM,     146.000,                        14.520,                        26.160,                        10.219,
6/22/2015 12:00:00 PM,     147.000,                        14.522,                        25.528,                        10.220,
6/22/2015 1:00:00 PM ,     148.000,                        14.517,                        24.943,                        10.216,
6/22/2015 2:00:00 PM ,     149.000,                        14.475,                        24.552,                        10.187,
6/22/2015 3:00:00 PM ,     150.000,                        14.503,                        24.258,                        10.207,
6/22/2015 4:00:00 PM ,     151.000,                        14.510,                        24.013,                        10.212,
6/22/2015 5:00:00 PM ,     152.000,                        14.494,                        23.866,                        10.200,
6/22/2015 6:00:00 PM ,     153.000,                        14.501,                        23.719,                        10.206,
6/22/2015 7:00:00 PM ,     154.000,                        14.501,                        23.719,                        10.206,
6/22/2015 8:00:00 PM ,     155.000,                        14.513,                        23.522,                        10.214,
6/22/2015 9:00:00 PM ,     156.000,                        14.528,                        23.227,                        10.225,
6/22/2015 10:00:00 PM,     157.000,                        14.515,                        22.981,                        10.216,
6/22/2015 11:00:00 PM,     158.000,                        14.545,                        23.375,                        10.236,
6/23/2015 12:00:00 AM,     159.000,                        14.546,                        23.964,                        10.237,
6/23/2015 1:00:00 AM ,     160.000,                        14.527,                        24.503,                        10.224,
6/23/2015 2:00:00 AM ,     161.000,                        14.541,                        24.943,                        10.233,
6/23/2015 3:00:00 AM ,     162.000,                        14.530,                        25.333,                        10.226,
6/23/2015 4:00:00 AM ,     163.000,                        14.563,                        25.674,                        10.249,
6/23/2015 5:00:00 AM ,     164.000,                        14.535,                        25.869,                        10.230,
6/23/2015 6:00:00 AM ,     165.000,                        14.560,                        26.063,                        10.247,
6/23/2015 7:00:00 AM ,     166.000,                        14.569,                        26.257,                        10.253,
6/23/2015 8:00:00 AM ,     167.000,                        14.585,                        26.354,                        10.265,
6/23/2015 9:00:00 AM ,     168.000,                        14.557,                        26.548,                        10.245,
6/23/2015 10:00:00 AM,     169.000,                        14.573,                        26.403,                        10.256,
6/23/2015 11:00:00 AM,     170.000,                        14.560,                        26.112,                        10.247,
6/23/2015 12:00:00 PM,     171.000,                        14.535,                        25.674,                        10.229,
6/23/2015 1:00:00 PM ,     172.000,                        14.521,                        25.235,                        10.220,
6/23/2015 2:00:00 PM ,     173.000,                        14.529,                        25.040,                        10.225,
6/23/2015 3:00:00 PM ,     174.000,                        14.509,                        25.040,                        10.211,
6/23/2015 4:00:00 PM ,     175.000,                        14.497,                        25.040,                        10.202,
6/23/2015 5:00:00 PM ,     176.000,                        14.513,                        25.040,                        10.214,
6/23/2015 6:00:00 PM ,     177.000,                        14.505,                        24.992,                        10.208,
6/23/2015 7:00:00 PM ,     178.000,                        14.517,                        24.992,                        10.217,
6/23/2015 8:00:00 PM ,     179.000,                        14.437,                        25.382,                        10.161,
6/23/2015 9:00:00 PM ,     180.000,                        14.568,                        26.014,                        10.253,
6/23/2015 10:00:00 PM,     181.000,                        14.562,                        26.597,                        10.248,
6/23/2015 11:00:00 PM,     182.000,                        14.555,                        26.936,                        10.243,
6/24/2015 12:00:00 AM,     183.000,                        14.591,                        26.985,                        10.269,
6/24/2015 1:00:00 AM ,     184.000,                        14.583,                        26.888,                        10.263,
6/24/2015 2:00:00 AM ,     185.000,                        14.562,                        26.791,                        10.249,
6/24/2015 3:00:00 AM ,     186.000,                        14.569,                        26.500,                        10.254,
6/24/2015 4:00:00 AM ,     187.000,                        14.565,                        26.306,                        10.250,
6/24/2015 5:00:00 AM ,     188.000,                        14.592,                        26.063,                        10.270,
6/24/2015 6:00:00 AM ,     189.000,                        14.571,                        25.820,                        10.255,
6/24/2015 7:00:00 AM ,     190.000,                        14.563,                        25.577,                        10.249,
6/24/2015 8:00:00 AM ,     191.000,                        14.550,                        25.333,                        10.240,
6/24/2015 9:00:00 AM ,     192.000,                        14.470,                        25.382,                        10.183,
6/24/2015 10:00:00 AM,     193.000,                        14.460,                        26.112,                        10.176,
6/24/2015 11:00:00 AM,     194.000,                        14.460,                        27.420,                        10.176,
6/24/2015 12:00:00 PM,     195.000,                        14.505,                        29.153,                        10.208,
6/24/2015 1:00:00 PM ,     196.000,                        14.495,                        31.016,                        10.201,
6/24/2015 2:00:00 PM ,     197.000,                        14.484,                        32.629,                        10.193,
6/24/2015 3:00:00 PM ,     198.000,                        14.447,                        34.044,                        10.168,
6/24/2015 4:00:00 PM ,     199.000,                        14.482,                        35.076,                        10.192,
6/24/2015 5:00:00 PM ,     200.000,                        14.496,                        35.871,                        10.202,
6/24/2015 6:00:00 PM ,     201.000,                        14.401,                        34.982,                        10.135,
6/24/2015 7:00:00 PM ,     202.000,                        14.535,                        33.903,                        10.230,
6/24/2015 8:00:00 PM ,     203.000,                        14.565,                        32.960,                        10.250,
6/24/2015 9:00:00 PM ,     204.000,                        14.469,                        31.824,                        10.183,
6/24/2015 10:00:00 PM,     205.000,                        14.478,                        30.731,                        10.189,
6/24/2015 11:00:00 PM,     206.000,                        14.468,                        30.015,                        10.182,
6/25/2015 12:00:00 AM,     207.000,                        14.478,                        29.488,                        10.189,
6/25/2015 1:00:00 AM ,     208.000,                        14.465,                        29.105,                        10.180,
6/25/2015 2:00:00 AM ,     209.000,                        14.444,                        28.865,                        10.165,
6/25/2015 3:00:00 AM ,     210.000,                        14.435,                        28.625,                        10.159,
6/25/2015 4:00:00 AM ,     211.000,                        14.439,                        28.480,                        10.162,
6/25/2015 5:00:00 AM ,     212.000,                        14.455,                        28.432,                        10.173,
6/25/2015 6:00:00 AM ,     213.000,                        14.426,                        28.336,                        10.153,
6/25/2015 7:00:00 AM ,     214.000,                        14.434,                        28.288,                        10.158,
6/25/2015 8:00:00 AM ,     215.000,                        14.478,                        28.240,                        10.189,
6/25/2015 9:00:00 AM ,     216.000,                        14.364,                        27.613,                        10.109,
6/25/2015 10:00:00 AM,     217.000,                        14.404,                        27.661,                        10.137,
6/25/2015 11:00:00 AM,     218.000,                        14.418,                        28.432,                        10.147,
6/25/2015 12:00:00 PM,     219.000,                        14.429,                        29.393,                        10.155,
6/25/2015 1:00:00 PM ,     220.000,                        14.431,                        29.871,                        10.156,
6/25/2015 2:00:00 PM ,     221.000,                        14.420,                        30.301,                        10.149,
6/25/2015 3:00:00 PM ,     222.000,                        14.384,                        30.206,                        10.123,
6/25/2015 4:00:00 PM ,     223.000,                        14.383,                        30.110,                        10.123,
6/25/2015 5:00:00 PM ,     224.000,                        14.395,                        29.967,                        10.131,
6/25/2015 6:00:00 PM ,     225.000,                        14.358,                        29.584,                        10.105,
6/25/2015 7:00:00 PM ,     226.000,                        14.321,                        29.393,                        10.079,
6/25/2015 8:00:00 PM ,     227.000,                        14.245,                        29.584,                        10.025,
6/25/2015 9:00:00 PM ,     228.000,                        14.333,                        29.249,                        10.087,
6/25/2015 10:00:00 PM,     229.000,                        14.317,                        28.288,                        10.076,
6/25/2015 11:00:00 PM,     230.000,                        14.291,                        27.420,                        10.057,
6/26/2015 12:00:00 AM,     231.000,                        14.300,                        26.597,                        10.064,
6/26/2015 1:00:00 AM ,     232.000,                        14.254,                        25.771,                        10.031,
6/26/2015 2:00:00 AM ,     233.000,                        14.264,                        25.089,                        10.038,
6/26/2015 3:00:00 AM ,     234.000,                        14.250,                        24.405,                        10.029,
6/26/2015 4:00:00 AM ,     235.000,                        14.216,                        23.719,                        10.005,
6/26/2015 5:00:00 AM ,     236.000,                        14.214,                        23.031,                        10.004,
6/26/2015 6:00:00 AM ,     237.000,                        14.205,                        22.488,                         9.997,
6/26/2015 7:00:00 AM ,     238.000,                        14.236,                        21.895,                        10.019,
6/26/2015 8:00:00 AM ,     239.000,                        14.206,                        21.351,                         9.998,
6/26/2015 9:00:00 AM ,     240.000,                        14.222,                        21.003,                        10.009,
6/26/2015 10:00:00 AM,     241.000,                        14.205,                        20.755,                         9.997,
6/26/2015 11:00:00 AM,     242.000,                        14.205,                        20.606,                         9.997,
6/26/2015 12:00:00 PM,     243.000,                        14.209,                        20.506,                        10.000,
6/26/2015 1:00:00 PM ,     244.000,                        14.217,                        20.556,                        10.006,
6/26/2015 2:00:00 PM ,     245.000,                        14.226,                        20.804,                        10.012,
6/26/2015 3:00:00 PM ,     246.000,                        14.239,                        21.351,                        10.021,
6/26/2015 4:00:00 PM ,     247.000,                        14.228,                        21.895,                        10.013,
6/26/2015 5:00:00 PM ,     248.000,                        14.261,                        22.340,                        10.036,
6/26/2015 6:00:00 PM ,     249.000,                        14.266,                        22.883,                        10.040,
6/26/2015 7:00:00 PM ,     250.000,                        14.271,                        23.277,                        10.044,
6/26/2015 8:00:00 PM ,     251.000,                        14.283,                        23.424,                        10.052,
6/26/2015 9:00:00 PM ,     252.000,                        14.312,                        23.375,                        10.072,
6/26/2015 10:00:00 PM,     253.000,                        14.327,                        23.227,                        10.083,
6/26/2015 11:00:00 PM,     254.000,                        14.343,                        23.031,                        10.094,
6/27/2015 12:00:00 AM,     255.000,                        14.334,                        22.834,                        10.088,
6/27/2015 1:00:00 AM ,     256.000,                        14.354,                        22.538,                        10.102,
6/27/2015 2:00:00 AM ,     257.000,                        14.333,                        22.242,                        10.087,
6/27/2015 3:00:00 AM ,     258.000,                        14.312,                        21.895,                        10.072,
6/27/2015 4:00:00 AM ,     259.000,                        14.327,                        21.499,                        10.083,
6/27/2015 5:00:00 AM ,     260.000,                        14.331,                        21.102,                        10.085,
6/27/2015 6:00:00 AM ,     261.000,                        14.354,                        20.755,                        10.102,
6/27/2015 7:00:00 AM ,     262.000,                        14.353,                        20.456,                        10.102,
6/27/2015 8:00:00 AM ,     263.000,                        14.357,                        20.207,                        10.104,
6/27/2015 9:00:00 AM ,     264.000,                        14.345,                        20.257,                        10.096,
6/27/2015 10:00:00 AM,     265.000,                        14.366,                        20.506,                        10.110,
6/27/2015 11:00:00 AM,     266.000,                        14.382,                        20.904,                        10.122,
6/27/2015 12:00:00 PM,     267.000,                        14.351,                        21.549,                        10.100,
6/27/2015 1:00:00 PM ,     268.000,                        14.357,                        22.192,                        10.104,
6/27/2015 2:00:00 PM ,     269.000,                        14.359,                        22.981,                        10.105,
6/27/2015 3:00:00 PM ,     270.000,                        14.470,                        24.062,                        10.184,
6/27/2015 4:00:00 PM ,     271.000,                        14.392,                        26.257,                        10.129,
6/27/2015 5:00:00 PM ,     272.000,                        14.397,                        28.047,                        10.132,
6/27/2015 6:00:00 PM ,     273.000,                        14.399,                        28.721,                        10.134,
6/27/2015 7:00:00 PM ,     274.000,                        14.412,                        28.913,                        10.143,
6/27/2015 8:00:00 PM ,     275.000,                        14.412,                        28.865,                        10.143,
6/27/2015 9:00:00 PM ,     276.000,                        14.423,                        28.528,                        10.150,
6/27/2015 10:00:00 PM,     277.000,                        14.429,                        27.902,                        10.155,
6/27/2015 11:00:00 PM,     278.000,                        14.427,                        27.178,                        10.153,
6/28/2015 12:00:00 AM,     279.000,                        14.432,                        26.354,                        10.157,
6/28/2015 1:00:00 AM ,     280.000,                        14.438,                        25.479,                        10.161,
6/28/2015 2:00:00 AM ,     281.000,                        14.516,                        24.601,                        10.216,
6/28/2015 3:00:00 AM ,     282.000,                        14.544,                        24.698,                        10.236,
6/28/2015 4:00:00 AM ,     283.000,                        14.533,                        25.089,                        10.228,
6/28/2015 5:00:00 AM ,     284.000,                        14.530,                        25.284,                        10.226,
6/28/2015 6:00:00 AM ,     285.000,                        14.550,                        25.382,                        10.240,
6/28/2015 7:00:00 AM ,     286.000,                        14.538,                        25.284,                        10.231,
6/28/2015 8:00:00 AM ,     287.000,                        14.533,                        25.138,                        10.228,
6/28/2015 9:00:00 AM ,     288.000,                        14.561,                        24.992,                        10.248,
6/28/2015 10:00:00 AM,     289.000,                        14.548,                        24.845,                        10.239,
6/28/2015 11:00:00 AM,     290.000,                        14.548,                        24.698,                        10.239,
6/28/2015 12:00:00 PM,     291.000,                        14.560,                        24.650,                        10.247,
6/28/2015 1:00:00 PM ,     292.000,                        14.512,                        24.552,                        10.213,
6/28/2015 2:00:00 PM ,     293.000,                        14.341,                        25.430,                        10.093,
6/28/2015 3:00:00 PM ,     294.000,                        14.427,                        27.130,                        10.153,
6/28/2015 4:00:00 PM ,     295.000,                        14.445,                        27.999,                        10.166,
6/28/2015 5:00:00 PM ,     296.000,                        14.447,                        28.577,                        10.167,
6/28/2015 6:00:00 PM ,     297.000,                        14.380,                        28.913,                        10.120,
6/28/2015 7:00:00 PM ,     298.000,                        14.373,                        29.249,                        10.115,
6/28/2015 8:00:00 PM ,     299.000,                        14.463,                        29.680,                        10.178,
6/28/2015 9:00:00 PM ,     300.000,                        14.450,                        29.632,                        10.170,
6/28/2015 10:00:00 PM,     301.000,                        14.473,                        29.153,                        10.186,
6/28/2015 11:00:00 PM,     302.000,                        14.475,                        28.384,                        10.187,
6/29/2015 12:00:00 AM,     303.000,                        14.448,                        27.468,                        10.168,
6/29/2015 1:00:00 AM ,     304.000,                        14.469,                        26.597,                        10.183,
6/29/2015 2:00:00 AM ,     305.000,                        14.451,                        25.771,                        10.170,
6/29/2015 3:00:00 AM ,     306.000,                        14.424,                        24.992,                        10.151,
6/29/2015 4:00:00 AM ,     307.000,                        14.442,                        24.258,                        10.164,
6/29/2015 5:00:00 AM ,     308.000,                        14.404,                        23.522,                        10.137,
6/29/2015 6:00:00 AM ,     309.000,                        14.431,                        22.834,                        10.156,
6/29/2015 7:00:00 AM ,     310.000,                        14.401,                        22.340,                        10.135,
6/29/2015 8:00:00 AM ,     311.000,                        14.416,                        21.846,                        10.146,
6/29/2015 9:00:00 AM ,     312.000,                        14.412,                        21.747,                        10.143,
6/29/2015 10:00:00 AM,     313.000,                        14.401,                        22.044,                        10.135,
6/29/2015 11:00:00 AM,     314.000,                        14.422,                        22.340,                        10.149,
6/29/2015 12:00:00 PM,     315.000,                        14.387,                        22.932,                        10.125,
6/29/2015 1:00:00 PM ,     316.000,                        14.361,                        23.719,                        10.107,
6/29/2015 2:00:00 PM ,     317.000,                        14.387,                        24.552,                        10.125,
6/29/2015 3:00:00 PM ,     318.000,                        14.390,                        25.625,                        10.127,
