Report Date:,10/7/2015 4:39:36 PM
Application:,WinSitu.exe
Application Version:,5.6.22.4


Log File Properties
File Name,IB-1_50m_monitoring_2015-10-07_16-39-25-009.wsl
Create Date,10/7/2015 4:39:21 PM

Device Properties
Device,Rugged TROLL 100
Site,ILJOOK
Device Name, 
Serial Number,361489
Firmware Version,1.01
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
6/20/2015 12:00:00 AM,      87.000,                        14.574,                        25.618,                        10.257,
6/20/2015 1:00:00 AM ,      88.000,                        14.562,                        25.909,                        10.248,
6/20/2015 2:00:00 AM ,      89.000,                        14.577,                        26.152,                        10.259,
6/20/2015 3:00:00 AM ,      90.000,                        14.536,                        26.298,                        10.230,
6/20/2015 4:00:00 AM ,      91.000,                        14.573,                        26.491,                        10.256,
6/20/2015 5:00:00 AM ,      92.000,                        14.551,                        26.588,                        10.240,
6/20/2015 6:00:00 AM ,      93.000,                        14.575,                        26.685,                        10.258,
6/20/2015 7:00:00 AM ,      94.000,                        14.557,                        26.782,                        10.245,
6/20/2015 8:00:00 AM ,      95.000,                        14.561,                        26.831,                        10.248,
6/20/2015 9:00:00 AM ,      96.000,                        14.582,                        26.927,                        10.262,
6/20/2015 10:00:00 AM,      97.000,                        14.576,                        27.024,                        10.258,
6/20/2015 11:00:00 AM,      98.000,                        14.558,                        27.121,                        10.245,
6/20/2015 12:00:00 PM,      99.000,                        14.583,                        27.169,                        10.263,
6/20/2015 1:00:00 PM ,     100.000,                        14.591,                        27.217,                        10.269,
6/20/2015 2:00:00 PM ,     101.000,                        14.587,                        27.266,                        10.266,
6/20/2015 3:00:00 PM ,     102.000,                        14.564,                        27.314,                        10.250,
6/20/2015 4:00:00 PM ,     103.000,                        14.590,                        27.362,                        10.268,
6/20/2015 5:00:00 PM ,     104.000,                        14.564,                        27.362,                        10.250,
6/20/2015 6:00:00 PM ,     105.000,                        14.559,                        27.411,                        10.246,
6/20/2015 7:00:00 PM ,     106.000,                        14.559,                        27.411,                        10.246,
6/20/2015 8:00:00 PM ,     107.000,                        14.576,                        27.411,                        10.258,
6/20/2015 9:00:00 PM ,     108.000,                        14.590,                        27.362,                        10.268,
6/20/2015 10:00:00 PM,     109.000,                        14.590,                        27.362,                        10.268,
6/20/2015 11:00:00 PM,     110.000,                        14.603,                        27.314,                        10.277,
6/21/2015 12:00:00 AM,     111.000,                        14.590,                        27.314,                        10.268,
6/21/2015 1:00:00 AM ,     112.000,                        14.583,                        27.217,                        10.263,
6/21/2015 2:00:00 AM ,     113.000,                        14.601,                        27.169,                        10.275,
6/21/2015 3:00:00 AM ,     114.000,                        14.592,                        27.121,                        10.270,
6/21/2015 4:00:00 AM ,     115.000,                        14.598,                        27.024,                        10.274,
6/21/2015 5:00:00 AM ,     116.000,                        14.616,                        26.976,                        10.286,
6/21/2015 6:00:00 AM ,     117.000,                        14.594,                        26.927,                        10.271,
6/21/2015 7:00:00 AM ,     118.000,                        14.583,                        26.831,                        10.263,
6/21/2015 8:00:00 AM ,     119.000,                        14.613,                        26.782,                        10.284,
6/21/2015 9:00:00 AM ,     120.000,                        14.618,                        26.782,                        10.287,
6/21/2015 10:00:00 AM,     121.000,                        14.605,                        26.734,                        10.279,
6/21/2015 11:00:00 AM,     122.000,                        14.622,                        26.734,                        10.291,
6/21/2015 12:00:00 PM,     123.000,                        14.578,                        26.831,                        10.260,
6/21/2015 1:00:00 PM ,     124.000,                        14.573,                        26.879,                        10.256,
6/21/2015 2:00:00 PM ,     125.000,                        14.568,                        26.976,                        10.253,
6/21/2015 3:00:00 PM ,     126.000,                        14.563,                        27.024,                        10.249,
6/21/2015 4:00:00 PM ,     127.000,                        14.558,                        27.121,                        10.245,
6/21/2015 5:00:00 PM ,     128.000,                        14.560,                        27.314,                        10.247,
6/21/2015 6:00:00 PM ,     129.000,                        14.545,                        27.507,                        10.236,
6/21/2015 7:00:00 PM ,     130.000,                        14.565,                        27.652,                        10.251,
6/21/2015 8:00:00 PM ,     131.000,                        14.555,                        27.797,                        10.243,
6/21/2015 9:00:00 PM ,     132.000,                        14.590,                        27.797,                        10.268,
6/21/2015 10:00:00 PM,     133.000,                        14.564,                        27.797,                        10.250,
6/21/2015 11:00:00 PM,     134.000,                        14.594,                        27.797,                        10.271,
6/22/2015 12:00:00 AM,     135.000,                        14.585,                        27.797,                        10.265,
6/22/2015 1:00:00 AM ,     136.000,                        14.593,                        27.845,                        10.270,
6/22/2015 2:00:00 AM ,     137.000,                        14.594,                        27.797,                        10.271,
6/22/2015 3:00:00 AM ,     138.000,                        14.603,                        27.748,                        10.277,
6/22/2015 4:00:00 AM ,     139.000,                        14.590,                        27.748,                        10.268,
6/22/2015 5:00:00 AM ,     140.000,                        14.612,                        27.700,                        10.284,
6/22/2015 6:00:00 AM ,     141.000,                        14.612,                        27.700,                        10.284,
6/22/2015 7:00:00 AM ,     142.000,                        14.600,                        27.604,                        10.275,
6/22/2015 8:00:00 AM ,     143.000,                        14.618,                        27.604,                        10.287,
6/22/2015 9:00:00 AM ,     144.000,                        14.593,                        27.507,                        10.270,
6/22/2015 10:00:00 AM,     145.000,                        14.592,                        27.121,                        10.270,
6/22/2015 11:00:00 AM,     146.000,                        14.599,                        26.491,                        10.274,
6/22/2015 12:00:00 PM,     147.000,                        14.606,                        25.812,                        10.280,
6/22/2015 1:00:00 PM ,     148.000,                        14.586,                        25.277,                        10.265,
6/22/2015 2:00:00 PM ,     149.000,                        14.569,                        24.838,                        10.253,
6/22/2015 3:00:00 PM ,     150.000,                        14.560,                        24.496,                        10.247,
6/22/2015 4:00:00 PM ,     151.000,                        14.545,                        24.252,                        10.236,
6/22/2015 5:00:00 PM ,     152.000,                        14.556,                        24.056,                        10.244,
6/22/2015 6:00:00 PM ,     153.000,                        14.583,                        23.909,                        10.263,
6/22/2015 7:00:00 PM ,     154.000,                        14.558,                        23.860,                        10.245,
6/22/2015 8:00:00 PM ,     155.000,                        14.572,                        23.713,                        10.256,
6/22/2015 9:00:00 PM ,     156.000,                        14.605,                        23.468,                        10.279,
6/22/2015 10:00:00 PM,     157.000,                        14.608,                        23.173,                        10.281,
6/22/2015 11:00:00 PM,     158.000,                        14.598,                        23.370,                        10.273,
6/23/2015 12:00:00 AM,     159.000,                        14.593,                        23.811,                        10.270,
6/23/2015 1:00:00 AM ,     160.000,                        14.609,                        24.301,                        10.282,
6/23/2015 2:00:00 AM ,     161.000,                        14.600,                        24.740,                        10.275,
6/23/2015 3:00:00 AM ,     162.000,                        14.601,                        25.082,                        10.276,
6/23/2015 4:00:00 AM ,     163.000,                        14.606,                        25.423,                        10.279,
6/23/2015 5:00:00 AM ,     164.000,                        14.612,                        25.666,                        10.284,
6/23/2015 6:00:00 AM ,     165.000,                        14.615,                        25.812,                        10.286,
6/23/2015 7:00:00 AM ,     166.000,                        14.621,                        26.006,                        10.290,
6/23/2015 8:00:00 AM ,     167.000,                        14.637,                        26.152,                        10.301,
6/23/2015 9:00:00 AM ,     168.000,                        14.601,                        26.298,                        10.276,
6/23/2015 10:00:00 AM,     169.000,                        14.601,                        26.346,                        10.276,
6/23/2015 11:00:00 AM,     170.000,                        14.598,                        26.152,                        10.274,
6/23/2015 12:00:00 PM,     171.000,                        14.607,                        25.763,                        10.280,
6/23/2015 1:00:00 PM ,     172.000,                        14.564,                        25.326,                        10.250,
6/23/2015 2:00:00 PM ,     173.000,                        14.601,                        25.082,                        10.276,
6/23/2015 3:00:00 PM ,     174.000,                        14.572,                        24.936,                        10.256,
6/23/2015 4:00:00 PM ,     175.000,                        14.546,                        24.936,                        10.237,
6/23/2015 5:00:00 PM ,     176.000,                        14.593,                        24.984,                        10.270,
6/23/2015 6:00:00 PM ,     177.000,                        14.585,                        24.984,                        10.264,
6/23/2015 7:00:00 PM ,     178.000,                        14.598,                        24.984,                        10.274,
6/23/2015 8:00:00 PM ,     179.000,                        14.479,                        25.618,                        10.190,
6/23/2015 9:00:00 PM ,     180.000,                        14.642,                        26.879,                        10.305,
6/23/2015 10:00:00 PM,     181.000,                        14.636,                        27.507,                        10.300,
6/23/2015 11:00:00 PM,     182.000,                        14.600,                        27.652,                        10.275,
6/24/2015 12:00:00 AM,     183.000,                        14.619,                        27.507,                        10.288,
6/24/2015 1:00:00 AM ,     184.000,                        14.604,                        27.266,                        10.278,
6/24/2015 2:00:00 AM ,     185.000,                        14.612,                        26.927,                        10.283,
6/24/2015 3:00:00 AM ,     186.000,                        14.602,                        26.588,                        10.277,
6/24/2015 4:00:00 AM ,     187.000,                        14.623,                        26.249,                        10.291,
6/24/2015 5:00:00 AM ,     188.000,                        14.601,                        25.909,                        10.276,
6/24/2015 6:00:00 AM ,     189.000,                        14.613,                        25.618,                        10.284,
6/24/2015 7:00:00 AM ,     190.000,                        14.616,                        25.326,                        10.286,
6/24/2015 8:00:00 AM ,     191.000,                        14.635,                        25.131,                        10.300,
6/24/2015 9:00:00 AM ,     192.000,                        14.548,                        25.569,                        10.239,
6/24/2015 10:00:00 AM,     193.000,                        14.536,                        26.734,                        10.230,
6/24/2015 11:00:00 AM,     194.000,                        14.544,                        28.038,                        10.236,
6/24/2015 12:00:00 PM,     195.000,                        14.498,                        29.909,                        10.203,
6/24/2015 1:00:00 PM ,     196.000,                        14.524,                        31.956,                        10.222,
6/24/2015 2:00:00 PM ,     197.000,                        14.519,                        33.657,                        10.218,
6/24/2015 3:00:00 PM ,     198.000,                        14.426,                        35.113,                        10.153,
6/24/2015 4:00:00 PM ,     199.000,                        14.465,                        36.328,                        10.180,
6/24/2015 5:00:00 PM ,     200.000,                        14.478,                        36.748,                        10.190,
6/24/2015 6:00:00 PM ,     201.000,                        14.389,                        36.235,                        10.126,
6/24/2015 7:00:00 PM ,     202.000,                        14.553,                        34.550,                        10.242,
6/24/2015 8:00:00 PM ,     203.000,                        14.558,                        33.280,                        10.245,
6/24/2015 9:00:00 PM ,     204.000,                        14.502,                        31.956,                        10.206,
6/24/2015 10:00:00 PM,     205.000,                        14.514,                        30.434,                        10.215,
6/24/2015 11:00:00 PM,     206.000,                        14.496,                        29.670,                        10.202,
6/25/2015 12:00:00 AM,     207.000,                        14.511,                        29.143,                        10.212,
6/25/2015 1:00:00 AM ,     208.000,                        14.497,                        28.807,                        10.202,
6/25/2015 2:00:00 AM ,     209.000,                        14.512,                        28.567,                        10.213,
6/25/2015 3:00:00 AM ,     210.000,                        14.514,                        28.374,                        10.215,
6/25/2015 4:00:00 AM ,     211.000,                        14.476,                        28.278,                        10.188,
6/25/2015 5:00:00 AM ,     212.000,                        14.486,                        28.230,                        10.195,
6/25/2015 6:00:00 AM ,     213.000,                        14.482,                        28.182,                        10.192,
6/25/2015 7:00:00 AM ,     214.000,                        14.469,                        28.134,                        10.183,
6/25/2015 8:00:00 AM ,     215.000,                        14.513,                        28.086,                        10.214,
6/25/2015 9:00:00 AM ,     216.000,                        14.428,                        27.169,                        10.154,
6/25/2015 10:00:00 AM,     217.000,                        14.471,                        27.604,                        10.184,
6/25/2015 11:00:00 AM,     218.000,                        14.478,                        28.567,                        10.189,
6/25/2015 12:00:00 PM,     219.000,                        14.453,                        29.670,                        10.172,
6/25/2015 1:00:00 PM ,     220.000,                        14.429,                        30.339,                        10.155,
6/25/2015 2:00:00 PM ,     221.000,                        14.441,                        30.815,                        10.163,
6/25/2015 3:00:00 PM ,     222.000,                        14.438,                        30.672,                        10.161,
6/25/2015 4:00:00 PM ,     223.000,                        14.431,                        30.529,                        10.156,
6/25/2015 5:00:00 PM ,     224.000,                        14.412,                        30.291,                        10.143,
6/25/2015 6:00:00 PM ,     225.000,                        14.426,                        29.813,                        10.152,
6/25/2015 7:00:00 PM ,     226.000,                        14.377,                        29.526,                        10.118,
6/25/2015 8:00:00 PM ,     227.000,                        14.278,                        29.478,                        10.048,
6/25/2015 9:00:00 PM ,     228.000,                        14.392,                        28.519,                        10.129,
6/25/2015 10:00:00 PM,     229.000,                        14.354,                        27.217,                        10.102,
6/25/2015 11:00:00 PM,     230.000,                        14.382,                        26.201,                        10.122,
6/26/2015 12:00:00 AM,     231.000,                        14.362,                        25.228,                        10.108,
6/26/2015 1:00:00 AM ,     232.000,                        14.319,                        24.398,                        10.077,
6/26/2015 2:00:00 AM ,     233.000,                        14.334,                        23.762,                        10.088,
6/26/2015 3:00:00 AM ,     234.000,                        14.308,                        23.026,                        10.069,
6/26/2015 4:00:00 AM ,     235.000,                        14.315,                        22.336,                        10.075,
6/26/2015 5:00:00 AM ,     236.000,                        14.265,                        21.744,                        10.040,
6/26/2015 6:00:00 AM ,     237.000,                        14.280,                        21.199,                        10.050,
6/26/2015 7:00:00 AM ,     238.000,                        14.293,                        20.753,                        10.059,
6/26/2015 8:00:00 AM ,     239.000,                        14.298,                        20.306,                        10.062,
6/26/2015 9:00:00 AM ,     240.000,                        14.305,                        20.007,                        10.068,
6/26/2015 10:00:00 AM,     241.000,                        14.314,                        19.957,                        10.074,
6/26/2015 11:00:00 AM,     242.000,                        14.301,                        19.957,                        10.065,
6/26/2015 12:00:00 PM,     243.000,                        14.275,                        20.007,                        10.046,
6/26/2015 1:00:00 PM ,     244.000,                        14.297,                        20.355,                        10.062,
6/26/2015 2:00:00 PM ,     245.000,                        14.315,                        20.753,                        10.074,
6/26/2015 3:00:00 PM ,     246.000,                        14.324,                        21.496,                        10.081,
6/26/2015 4:00:00 PM ,     247.000,                        14.322,                        22.139,                        10.079,
6/26/2015 5:00:00 PM ,     248.000,                        14.336,                        22.780,                        10.090,
6/26/2015 6:00:00 PM ,     249.000,                        14.365,                        23.370,                        10.109,
6/26/2015 7:00:00 PM ,     250.000,                        14.340,                        23.615,                        10.092,
6/26/2015 8:00:00 PM ,     251.000,                        14.396,                        23.664,                        10.131,
6/26/2015 9:00:00 PM ,     252.000,                        14.372,                        23.517,                        10.114,
6/26/2015 10:00:00 PM,     253.000,                        14.405,                        23.173,                        10.138,
6/26/2015 11:00:00 PM,     254.000,                        14.422,                        22.829,                        10.150,
6/27/2015 12:00:00 AM,     255.000,                        14.421,                        22.484,                        10.149,
6/27/2015 1:00:00 AM ,     256.000,                        14.413,                        22.090,                        10.143,
6/27/2015 2:00:00 AM ,     257.000,                        14.418,                        21.595,                        10.147,
6/27/2015 3:00:00 AM ,     258.000,                        14.400,                        21.199,                        10.135,
6/27/2015 4:00:00 AM ,     259.000,                        14.397,                        20.753,                        10.132,
6/27/2015 5:00:00 AM ,     260.000,                        14.429,                        20.504,                        10.155,
6/27/2015 6:00:00 AM ,     261.000,                        14.435,                        19.957,                        10.159,
6/27/2015 7:00:00 AM ,     262.000,                        14.415,                        19.808,                        10.145,
6/27/2015 8:00:00 AM ,     263.000,                        14.430,                        19.658,                        10.155,
6/27/2015 9:00:00 AM ,     264.000,                        14.458,                        19.808,                        10.175,
6/27/2015 10:00:00 AM,     265.000,                        14.465,                        20.405,                        10.180,
6/27/2015 11:00:00 AM,     266.000,                        14.455,                        20.951,                        10.173,
6/27/2015 12:00:00 PM,     267.000,                        14.476,                        21.843,                        10.188,
6/27/2015 1:00:00 PM ,     268.000,                        14.458,                        22.730,                        10.175,
6/27/2015 2:00:00 PM ,     269.000,                        14.434,                        23.713,                        10.158,
6/27/2015 3:00:00 PM ,     270.000,                        14.544,                        25.179,                        10.236,
6/27/2015 4:00:00 PM ,     271.000,                        14.444,                        28.086,                        10.165,
6/27/2015 5:00:00 PM ,     272.000,                        14.443,                        29.765,                        10.165,
6/27/2015 6:00:00 PM ,     273.000,                        14.449,                        30.100,                        10.169,
6/27/2015 7:00:00 PM ,     274.000,                        14.484,                        30.004,                        10.194,
6/27/2015 8:00:00 PM ,     275.000,                        14.470,                        29.670,                        10.184,
6/27/2015 9:00:00 PM ,     276.000,                        14.478,                        28.951,                        10.189,
6/27/2015 10:00:00 PM,     277.000,                        14.489,                        27.893,                        10.197,
6/27/2015 11:00:00 PM,     278.000,                        14.493,                        26.734,                        10.200,
6/28/2015 12:00:00 AM,     279.000,                        14.491,                        25.666,                        10.199,
6/28/2015 1:00:00 AM ,     280.000,                        14.468,                        24.594,                        10.182,
6/28/2015 2:00:00 AM ,     281.000,                        14.581,                        23.713,                        10.262,
6/28/2015 3:00:00 AM ,     282.000,                        14.601,                        24.252,                        10.276,
6/28/2015 4:00:00 AM ,     283.000,                        14.621,                        24.789,                        10.290,
6/28/2015 5:00:00 AM ,     284.000,                        14.619,                        24.984,                        10.289,
6/28/2015 6:00:00 AM ,     285.000,                        14.606,                        24.984,                        10.280,
6/28/2015 7:00:00 AM ,     286.000,                        14.585,                        24.936,                        10.265,
6/28/2015 8:00:00 AM ,     287.000,                        14.621,                        24.789,                        10.290,
6/28/2015 9:00:00 AM ,     288.000,                        14.627,                        24.643,                        10.294,
6/28/2015 10:00:00 AM,     289.000,                        14.598,                        24.545,                        10.274,
6/28/2015 11:00:00 AM,     290.000,                        14.616,                        24.447,                        10.287,
6/28/2015 12:00:00 PM,     291.000,                        14.613,                        24.398,                        10.284,
6/28/2015 1:00:00 PM ,     292.000,                        14.579,                        24.350,                        10.260,
6/28/2015 2:00:00 PM ,     293.000,                        14.404,                        26.152,                        10.137,
6/28/2015 3:00:00 PM ,     294.000,                        14.490,                        28.182,                        10.198,
6/28/2015 4:00:00 PM ,     295.000,                        14.477,                        29.047,                        10.189,
6/28/2015 5:00:00 PM ,     296.000,                        14.480,                        29.622,                        10.190,
6/28/2015 6:00:00 PM ,     297.000,                        14.404,                        29.813,                        10.137,
6/28/2015 7:00:00 PM ,     298.000,                        14.409,                        30.148,                        10.141,
6/28/2015 8:00:00 PM ,     299.000,                        14.480,                        30.434,                        10.190,
6/28/2015 9:00:00 PM ,     300.000,                        14.490,                        29.813,                        10.198,
6/28/2015 10:00:00 PM,     301.000,                        14.488,                        28.855,                        10.196,
6/28/2015 11:00:00 PM,     302.000,                        14.504,                        27.700,                        10.208,
6/29/2015 12:00:00 AM,     303.000,                        14.495,                        26.540,                        10.201,
6/29/2015 1:00:00 AM ,     304.000,                        14.506,                        25.472,                        10.209,
6/29/2015 2:00:00 AM ,     305.000,                        14.520,                        24.594,                        10.219,
6/29/2015 3:00:00 AM ,     306.000,                        14.507,                        23.762,                        10.210,
6/29/2015 4:00:00 AM ,     307.000,                        14.511,                        23.026,                        10.212,
6/29/2015 5:00:00 AM ,     308.000,                        14.501,                        22.287,                        10.206,
6/29/2015 6:00:00 AM ,     309.000,                        14.491,                        21.645,                        10.198,
6/29/2015 7:00:00 AM ,     310.000,                        14.483,                        21.150,                        10.193,
6/29/2015 8:00:00 AM ,     311.000,                        14.497,                        21.001,                        10.203,
6/29/2015 9:00:00 AM ,     312.000,                        14.509,                        21.150,                        10.211,
6/29/2015 10:00:00 AM,     313.000,                        14.491,                        21.645,                        10.198,
6/29/2015 11:00:00 AM,     314.000,                        14.470,                        22.386,                        10.184,
6/29/2015 12:00:00 PM,     315.000,                        14.456,                        23.271,                        10.174,
6/29/2015 1:00:00 PM ,     316.000,                        14.466,                        24.350,                        10.181,
6/29/2015 2:00:00 PM ,     317.000,                        14.450,                        25.472,                        10.170,
6/29/2015 3:00:00 PM ,     318.000,                        14.478,                        26.927,                        10.189,
