Report Date:,10/7/2015 3:13:19 PM
Application:,WinSitu.exe
Application Version:,5.6.22.4


Log File Properties
File Name,AB-2_20m_monitoring_2015-10-07_15-13-08-177.wsl
Create Date,10/7/2015 3:13:02 PM

Device Properties
Device,Rugged TROLL 100
Site,ILJOOK
Device Name, 
Serial Number,361565
Firmware Version,1.01
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
6/20/2015 12:00:00 AM,      87.000,                        14.563,                        25.874,                        10.249,
6/20/2015 1:00:00 AM ,      88.000,                        14.557,                        26.164,                        10.245,
6/20/2015 2:00:00 AM ,      89.000,                        14.550,                        26.358,                        10.240,
6/20/2015 3:00:00 AM ,      90.000,                        14.538,                        26.503,                        10.232,
6/20/2015 4:00:00 AM ,      91.000,                        14.539,                        26.599,                        10.232,
6/20/2015 5:00:00 AM ,      92.000,                        14.570,                        26.744,                        10.254,
6/20/2015 6:00:00 AM ,      93.000,                        14.562,                        26.793,                        10.248,
6/20/2015 7:00:00 AM ,      94.000,                        14.528,                        26.889,                        10.225,
6/20/2015 8:00:00 AM ,      95.000,                        14.551,                        26.986,                        10.240,
6/20/2015 9:00:00 AM ,      96.000,                        14.585,                        27.034,                        10.265,
6/20/2015 10:00:00 AM,      97.000,                        14.560,                        27.130,                        10.247,
6/20/2015 11:00:00 AM,      98.000,                        14.556,                        27.178,                        10.244,
6/20/2015 12:00:00 PM,      99.000,                        14.561,                        27.227,                        10.248,
6/20/2015 1:00:00 PM ,     100.000,                        14.574,                        27.275,                        10.257,
6/20/2015 2:00:00 PM ,     101.000,                        14.579,                        27.323,                        10.260,
6/20/2015 3:00:00 PM ,     102.000,                        14.557,                        27.323,                        10.245,
6/20/2015 4:00:00 PM ,     103.000,                        14.575,                        27.371,                        10.257,
6/20/2015 5:00:00 PM ,     104.000,                        14.584,                        27.419,                        10.264,
6/20/2015 6:00:00 PM ,     105.000,                        14.588,                        27.419,                        10.267,
6/20/2015 7:00:00 PM ,     106.000,                        14.541,                        27.419,                        10.234,
6/20/2015 8:00:00 PM ,     107.000,                        14.558,                        27.419,                        10.246,
6/20/2015 9:00:00 PM ,     108.000,                        14.579,                        27.371,                        10.260,
6/20/2015 10:00:00 PM,     109.000,                        14.570,                        27.323,                        10.254,
6/20/2015 11:00:00 PM,     110.000,                        14.587,                        27.275,                        10.266,
6/21/2015 12:00:00 AM,     111.000,                        14.583,                        27.275,                        10.263,
6/21/2015 1:00:00 AM ,     112.000,                        14.586,                        27.178,                        10.265,
6/21/2015 2:00:00 AM ,     113.000,                        14.561,                        27.178,                        10.247,
6/21/2015 3:00:00 AM ,     114.000,                        14.573,                        27.082,                        10.256,
6/21/2015 4:00:00 AM ,     115.000,                        14.585,                        27.034,                        10.265,
6/21/2015 5:00:00 AM ,     116.000,                        14.576,                        26.937,                        10.258,
6/21/2015 6:00:00 AM ,     117.000,                        14.563,                        26.889,                        10.249,
6/21/2015 7:00:00 AM ,     118.000,                        14.566,                        26.841,                        10.251,
6/21/2015 8:00:00 AM ,     119.000,                        14.583,                        26.744,                        10.263,
6/21/2015 9:00:00 AM ,     120.000,                        14.604,                        26.744,                        10.278,
6/21/2015 10:00:00 AM,     121.000,                        14.587,                        26.744,                        10.266,
6/21/2015 11:00:00 AM,     122.000,                        14.587,                        26.793,                        10.266,
6/21/2015 12:00:00 PM,     123.000,                        14.575,                        26.841,                        10.257,
6/21/2015 1:00:00 PM ,     124.000,                        14.576,                        26.937,                        10.258,
6/21/2015 2:00:00 PM ,     125.000,                        14.568,                        27.034,                        10.253,
6/21/2015 3:00:00 PM ,     126.000,                        14.561,                        27.178,                        10.247,
6/21/2015 4:00:00 PM ,     127.000,                        14.566,                        27.275,                        10.251,
6/21/2015 5:00:00 PM ,     128.000,                        14.563,                        27.516,                        10.249,
6/21/2015 6:00:00 PM ,     129.000,                        14.556,                        27.660,                        10.244,
6/21/2015 7:00:00 PM ,     130.000,                        14.574,                        27.804,                        10.257,
6/21/2015 8:00:00 PM ,     131.000,                        14.579,                        27.900,                        10.260,
6/21/2015 9:00:00 PM ,     132.000,                        14.575,                        27.900,                        10.257,
6/21/2015 10:00:00 PM,     133.000,                        14.571,                        27.949,                        10.254,
6/21/2015 11:00:00 PM,     134.000,                        14.579,                        27.852,                        10.260,
6/22/2015 12:00:00 AM,     135.000,                        14.583,                        27.900,                        10.263,
6/22/2015 1:00:00 AM ,     136.000,                        14.583,                        27.852,                        10.263,
6/22/2015 2:00:00 AM ,     137.000,                        14.575,                        27.900,                        10.257,
6/22/2015 3:00:00 AM ,     138.000,                        14.570,                        27.852,                        10.254,
6/22/2015 4:00:00 AM ,     139.000,                        14.595,                        27.804,                        10.272,
6/22/2015 5:00:00 AM ,     140.000,                        14.591,                        27.756,                        10.268,
6/22/2015 6:00:00 AM ,     141.000,                        14.611,                        27.660,                        10.283,
6/22/2015 7:00:00 AM ,     142.000,                        14.573,                        27.660,                        10.256,
6/22/2015 8:00:00 AM ,     143.000,                        14.598,                        27.660,                        10.274,
6/22/2015 9:00:00 AM ,     144.000,                        14.601,                        27.467,                        10.276,
6/22/2015 10:00:00 AM,     145.000,                        14.576,                        27.034,                        10.259,
6/22/2015 11:00:00 AM,     146.000,                        14.605,                        26.358,                        10.279,
6/22/2015 12:00:00 PM,     147.000,                        14.567,                        25.777,                        10.252,
6/22/2015 1:00:00 PM ,     148.000,                        14.550,                        25.243,                        10.240,
6/22/2015 2:00:00 PM ,     149.000,                        14.530,                        24.805,                        10.226,
6/22/2015 3:00:00 PM ,     150.000,                        14.549,                        24.513,                        10.239,
6/22/2015 4:00:00 PM ,     151.000,                        14.538,                        24.220,                        10.231,
6/22/2015 5:00:00 PM ,     152.000,                        14.559,                        24.123,                        10.246,
6/22/2015 6:00:00 PM ,     153.000,                        14.562,                        23.976,                        10.248,
6/22/2015 7:00:00 PM ,     154.000,                        14.554,                        24.025,                        10.242,
6/22/2015 8:00:00 PM ,     155.000,                        14.565,                        23.879,                        10.251,
6/22/2015 9:00:00 PM ,     156.000,                        14.554,                        23.488,                        10.243,
6/22/2015 10:00:00 PM,     157.000,                        14.578,                        23.292,                        10.260,
6/22/2015 11:00:00 PM,     158.000,                        14.571,                        23.439,                        10.254,
6/23/2015 12:00:00 AM,     159.000,                        14.566,                        23.976,                        10.251,
6/23/2015 1:00:00 AM ,     160.000,                        14.575,                        24.562,                        10.257,
6/23/2015 2:00:00 AM ,     161.000,                        14.578,                        25.000,                        10.260,
6/23/2015 3:00:00 AM ,     162.000,                        14.576,                        25.291,                        10.258,
6/23/2015 4:00:00 AM ,     163.000,                        14.570,                        25.631,                        10.254,
6/23/2015 5:00:00 AM ,     164.000,                        14.593,                        25.874,                        10.270,
6/23/2015 6:00:00 AM ,     165.000,                        14.599,                        26.019,                        10.274,
6/23/2015 7:00:00 AM ,     166.000,                        14.612,                        26.164,                        10.284,
6/23/2015 8:00:00 AM ,     167.000,                        14.605,                        26.309,                        10.279,
6/23/2015 9:00:00 AM ,     168.000,                        14.627,                        26.454,                        10.294,
6/23/2015 10:00:00 AM,     169.000,                        14.598,                        26.503,                        10.274,
6/23/2015 11:00:00 AM,     170.000,                        14.591,                        26.213,                        10.269,
6/23/2015 12:00:00 PM,     171.000,                        14.580,                        25.825,                        10.261,
6/23/2015 1:00:00 PM ,     172.000,                        14.577,                        25.389,                        10.259,
6/23/2015 2:00:00 PM ,     173.000,                        14.579,                        25.097,                        10.260,
6/23/2015 3:00:00 PM ,     174.000,                        14.553,                        25.048,                        10.242,
6/23/2015 4:00:00 PM ,     175.000,                        14.540,                        25.000,                        10.233,
6/23/2015 5:00:00 PM ,     176.000,                        14.574,                        25.000,                        10.257,
6/23/2015 6:00:00 PM ,     177.000,                        14.553,                        25.048,                        10.242,
6/23/2015 7:00:00 PM ,     178.000,                        14.549,                        25.048,                        10.239,
6/23/2015 8:00:00 PM ,     179.000,                        14.468,                        25.680,                        10.182,
6/23/2015 9:00:00 PM ,     180.000,                        14.607,                        26.599,                        10.280,
6/23/2015 10:00:00 PM,     181.000,                        14.616,                        27.227,                        10.287,
6/23/2015 11:00:00 PM,     182.000,                        14.602,                        27.564,                        10.276,
6/24/2015 12:00:00 AM,     183.000,                        14.598,                        27.564,                        10.273,
6/24/2015 1:00:00 AM ,     184.000,                        14.605,                        27.371,                        10.278,
6/24/2015 2:00:00 AM ,     185.000,                        14.611,                        27.130,                        10.283,
6/24/2015 3:00:00 AM ,     186.000,                        14.605,                        26.841,                        10.278,
6/24/2015 4:00:00 AM ,     187.000,                        14.602,                        26.503,                        10.277,
6/24/2015 5:00:00 AM ,     188.000,                        14.608,                        26.164,                        10.281,
6/24/2015 6:00:00 AM ,     189.000,                        14.611,                        25.922,                        10.283,
6/24/2015 7:00:00 AM ,     190.000,                        14.600,                        25.631,                        10.275,
6/24/2015 8:00:00 AM ,     191.000,                        14.594,                        25.437,                        10.271,
6/24/2015 9:00:00 AM ,     192.000,                        14.508,                        25.340,                        10.210,
6/24/2015 10:00:00 AM,     193.000,                        14.527,                        26.116,                        10.224,
6/24/2015 11:00:00 AM,     194.000,                        14.508,                        27.516,                        10.210,
6/24/2015 12:00:00 PM,     195.000,                        14.513,                        29.338,                        10.214,
6/24/2015 1:00:00 PM ,     196.000,                        14.516,                        31.338,                        10.216,
6/24/2015 2:00:00 PM ,     197.000,                        14.499,                        33.040,                        10.204,
6/24/2015 3:00:00 PM ,     198.000,                        14.472,                        34.497,                        10.185,
6/24/2015 4:00:00 PM ,     199.000,                        14.495,                        35.806,                        10.201,
6/24/2015 5:00:00 PM ,     200.000,                        14.478,                        36.412,                        10.189,
6/24/2015 6:00:00 PM ,     201.000,                        14.400,                        35.666,                        10.134,
6/24/2015 7:00:00 PM ,     202.000,                        14.592,                        34.027,                        10.270,
6/24/2015 8:00:00 PM ,     203.000,                        14.574,                        32.804,                        10.257,
6/24/2015 9:00:00 PM ,     204.000,                        14.516,                        31.385,                        10.216,
6/24/2015 10:00:00 PM,     205.000,                        14.513,                        29.911,                        10.214,
6/24/2015 11:00:00 PM,     206.000,                        14.525,                        29.195,                        10.222,
6/25/2015 12:00:00 AM,     207.000,                        14.513,                        28.716,                        10.214,
6/25/2015 1:00:00 AM ,     208.000,                        14.494,                        28.525,                        10.201,
6/25/2015 2:00:00 AM ,     209.000,                        14.497,                        28.333,                        10.203,
6/25/2015 3:00:00 AM ,     210.000,                        14.457,                        28.189,                        10.175,
6/25/2015 4:00:00 AM ,     211.000,                        14.478,                        28.141,                        10.190,
6/25/2015 5:00:00 AM ,     212.000,                        14.473,                        28.045,                        10.186,
6/25/2015 6:00:00 AM ,     213.000,                        14.461,                        28.045,                        10.177,
6/25/2015 7:00:00 AM ,     214.000,                        14.482,                        27.997,                        10.192,
6/25/2015 8:00:00 AM ,     215.000,                        14.528,                        27.949,                        10.224,
6/25/2015 9:00:00 AM ,     216.000,                        14.393,                        27.034,                        10.130,
6/25/2015 10:00:00 AM,     217.000,                        14.457,                        27.564,                        10.174,
6/25/2015 11:00:00 AM,     218.000,                        14.443,                        28.572,                        10.165,
6/25/2015 12:00:00 PM,     219.000,                        14.460,                        29.625,                        10.177,
6/25/2015 1:00:00 PM ,     220.000,                        14.461,                        30.245,                        10.177,
6/25/2015 2:00:00 PM ,     221.000,                        14.434,                        30.625,                        10.158,
6/25/2015 3:00:00 PM ,     222.000,                        14.423,                        30.388,                        10.151,
6/25/2015 4:00:00 PM ,     223.000,                        14.422,                        30.245,                        10.150,
6/25/2015 5:00:00 PM ,     224.000,                        14.416,                        30.006,                        10.146,
6/25/2015 6:00:00 PM ,     225.000,                        14.382,                        29.529,                        10.122,
6/25/2015 7:00:00 PM ,     226.000,                        14.365,                        29.482,                        10.110,
6/25/2015 8:00:00 PM ,     227.000,                        14.287,                        29.863,                        10.055,
6/25/2015 9:00:00 PM ,     228.000,                        14.371,                        29.099,                        10.114,
6/25/2015 10:00:00 PM,     229.000,                        14.365,                        27.852,                        10.110,
6/25/2015 11:00:00 PM,     230.000,                        14.340,                        26.744,                        10.092,
6/26/2015 12:00:00 AM,     231.000,                        14.332,                        25.728,                        10.087,
6/26/2015 1:00:00 AM ,     232.000,                        14.287,                        24.854,                        10.055,
6/26/2015 2:00:00 AM ,     233.000,                        14.303,                        24.172,                        10.066,
6/26/2015 3:00:00 AM ,     234.000,                        14.267,                        23.243,                        10.040,
6/26/2015 4:00:00 AM ,     235.000,                        14.250,                        22.654,                        10.028,
6/26/2015 5:00:00 AM ,     236.000,                        14.245,                        21.966,                        10.025,
6/26/2015 6:00:00 AM ,     237.000,                        14.249,                        21.374,                        10.028,
6/26/2015 7:00:00 AM ,     238.000,                        14.254,                        20.880,                        10.031,
6/26/2015 8:00:00 AM ,     239.000,                        14.263,                        20.434,                        10.038,
6/26/2015 9:00:00 AM ,     240.000,                        14.244,                        20.136,                        10.025,
6/26/2015 10:00:00 AM,     241.000,                        14.243,                        19.937,                        10.024,
6/26/2015 11:00:00 AM,     242.000,                        14.264,                        19.888,                        10.039,
6/26/2015 12:00:00 PM,     243.000,                        14.277,                        19.987,                        10.048,
6/26/2015 1:00:00 PM ,     244.000,                        14.262,                        20.235,                        10.037,
6/26/2015 2:00:00 PM ,     245.000,                        14.274,                        20.682,                        10.045,
6/26/2015 3:00:00 PM ,     246.000,                        14.286,                        21.275,                        10.054,
6/26/2015 4:00:00 PM ,     247.000,                        14.283,                        21.916,                        10.052,
6/26/2015 5:00:00 PM ,     248.000,                        14.313,                        22.556,                        10.073,
6/26/2015 6:00:00 PM ,     249.000,                        14.329,                        23.096,                        10.085,
6/26/2015 7:00:00 PM ,     250.000,                        14.323,                        23.439,                        10.080,
6/26/2015 8:00:00 PM ,     251.000,                        14.319,                        23.439,                        10.077,
6/26/2015 9:00:00 PM ,     252.000,                        14.348,                        23.341,                        10.098,
6/26/2015 10:00:00 PM,     253.000,                        14.381,                        23.145,                        10.121,
6/26/2015 11:00:00 PM,     254.000,                        14.370,                        22.801,                        10.113,
6/27/2015 12:00:00 AM,     255.000,                        14.376,                        22.458,                        10.117,
6/27/2015 1:00:00 AM ,     256.000,                        14.390,                        22.064,                        10.127,
6/27/2015 2:00:00 AM ,     257.000,                        14.371,                        21.719,                        10.114,
6/27/2015 3:00:00 AM ,     258.000,                        14.376,                        21.275,                        10.117,
6/27/2015 4:00:00 AM ,     259.000,                        14.403,                        20.880,                        10.136,
6/27/2015 5:00:00 AM ,     260.000,                        14.379,                        20.483,                        10.119,
6/27/2015 6:00:00 AM ,     261.000,                        14.411,                        20.186,                        10.142,
6/27/2015 7:00:00 AM ,     262.000,                        14.383,                        19.838,                        10.122,
6/27/2015 8:00:00 AM ,     263.000,                        14.403,                        19.689,                        10.136,
6/27/2015 9:00:00 AM ,     264.000,                        14.396,                        19.888,                        10.131,
6/27/2015 10:00:00 AM,     265.000,                        14.408,                        20.335,                        10.140,
6/27/2015 11:00:00 AM,     266.000,                        14.416,                        20.978,                        10.146,
6/27/2015 12:00:00 PM,     267.000,                        14.418,                        21.768,                        10.147,
6/27/2015 1:00:00 PM ,     268.000,                        14.432,                        22.556,                        10.157,
6/27/2015 2:00:00 PM ,     269.000,                        14.413,                        23.439,                        10.143,
6/27/2015 3:00:00 PM ,     270.000,                        14.527,                        25.048,                        10.224,
6/27/2015 4:00:00 PM ,     271.000,                        14.445,                        28.237,                        10.166,
6/27/2015 5:00:00 PM ,     272.000,                        14.429,                        30.006,                        10.155,
6/27/2015 6:00:00 PM ,     273.000,                        14.439,                        30.245,                        10.162,
6/27/2015 7:00:00 PM ,     274.000,                        14.459,                        30.102,                        10.176,
6/27/2015 8:00:00 PM ,     275.000,                        14.444,                        29.720,                        10.165,
6/27/2015 9:00:00 PM ,     276.000,                        14.456,                        29.051,                        10.173,
6/27/2015 10:00:00 PM,     277.000,                        14.495,                        28.093,                        10.201,
6/27/2015 11:00:00 PM,     278.000,                        14.474,                        27.034,                        10.187,
6/28/2015 12:00:00 AM,     279.000,                        14.458,                        26.019,                        10.175,
6/28/2015 1:00:00 AM ,     280.000,                        14.467,                        25.000,                        10.182,
6/28/2015 2:00:00 AM ,     281.000,                        14.557,                        23.879,                        10.245,
6/28/2015 3:00:00 AM ,     282.000,                        14.572,                        24.757,                        10.255,
6/28/2015 4:00:00 AM ,     283.000,                        14.572,                        25.291,                        10.255,
6/28/2015 5:00:00 AM ,     284.000,                        14.589,                        25.389,                        10.268,
6/28/2015 6:00:00 AM ,     285.000,                        14.585,                        25.389,                        10.265,
6/28/2015 7:00:00 AM ,     286.000,                        14.605,                        25.243,                        10.279,
6/28/2015 8:00:00 AM ,     287.000,                        14.591,                        25.000,                        10.269,
6/28/2015 9:00:00 AM ,     288.000,                        14.568,                        24.757,                        10.252,
6/28/2015 10:00:00 AM,     289.000,                        14.585,                        24.757,                        10.264,
6/28/2015 11:00:00 AM,     290.000,                        14.587,                        24.562,                        10.266,
6/28/2015 12:00:00 PM,     291.000,                        14.599,                        24.367,                        10.274,
6/28/2015 1:00:00 PM ,     292.000,                        14.565,                        24.416,                        10.251,
6/28/2015 2:00:00 PM ,     293.000,                        14.399,                        26.164,                        10.134,
6/28/2015 3:00:00 PM ,     294.000,                        14.483,                        28.237,                        10.193,
6/28/2015 4:00:00 PM ,     295.000,                        14.494,                        29.003,                        10.200,
6/28/2015 5:00:00 PM ,     296.000,                        14.467,                        29.434,                        10.182,
6/28/2015 6:00:00 PM ,     297.000,                        14.426,                        29.625,                        10.153,
6/28/2015 7:00:00 PM ,     298.000,                        14.413,                        30.197,                        10.144,
6/28/2015 8:00:00 PM ,     299.000,                        14.478,                        30.863,                        10.189,
6/28/2015 9:00:00 PM ,     300.000,                        14.495,                        30.340,                        10.201,
6/28/2015 10:00:00 PM,     301.000,                        14.489,                        29.482,                        10.197,
6/28/2015 11:00:00 PM,     302.000,                        14.497,                        28.333,                        10.203,
6/29/2015 12:00:00 AM,     303.000,                        14.518,                        27.227,                        10.218,
6/29/2015 1:00:00 AM ,     304.000,                        14.493,                        26.164,                        10.200,
6/29/2015 2:00:00 AM ,     305.000,                        14.494,                        25.194,                        10.201,
6/29/2015 3:00:00 AM ,     306.000,                        14.484,                        24.367,                        10.193,
6/29/2015 4:00:00 AM ,     307.000,                        14.477,                        23.439,                        10.188,
6/29/2015 5:00:00 AM ,     308.000,                        14.476,                        22.752,                        10.188,
6/29/2015 6:00:00 AM ,     309.000,                        14.471,                        22.064,                        10.184,
6/29/2015 7:00:00 AM ,     310.000,                        14.458,                        21.473,                        10.175,
6/29/2015 8:00:00 AM ,     311.000,                        14.482,                        21.226,                        10.192,
6/29/2015 9:00:00 AM ,     312.000,                        14.478,                        21.275,                        10.189,
6/29/2015 10:00:00 AM,     313.000,                        14.464,                        21.621,                        10.179,
6/29/2015 11:00:00 AM,     314.000,                        14.460,                        22.310,                        10.177,
6/29/2015 12:00:00 PM,     315.000,                        14.470,                        23.096,                        10.184,
6/29/2015 1:00:00 PM ,     316.000,                        14.421,                        23.976,                        10.149,
6/29/2015 2:00:00 PM ,     317.000,                        14.442,                        25.097,                        10.164,
6/29/2015 3:00:00 PM ,     318.000,                        14.453,                        26.551,                        10.172,
