Report Date:,10/7/2015 4:42:33 PM
Application:,WinSitu.exe
Application Version:,5.6.22.4


Log File Properties
File Name,IB-1_30m_monitoring_2015-10-07_16-42-17-036.wsl
Create Date,10/7/2015 4:42:13 PM

Device Properties
Device,Rugged TROLL 100
Site,ILJOOK
Device Name, 
Serial Number,361480
Firmware Version,1.01
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
6/20/2015 12:00:00 AM,      87.000,                        14.621,                        25.660,                        10.290,
6/20/2015 1:00:00 AM ,      88.000,                        14.594,                        25.953,                        10.271,
6/20/2015 2:00:00 AM ,      89.000,                        14.610,                        26.245,                        10.282,
6/20/2015 3:00:00 AM ,      90.000,                        14.609,                        26.391,                        10.281,
6/20/2015 4:00:00 AM ,      91.000,                        14.586,                        26.537,                        10.265,
6/20/2015 5:00:00 AM ,      92.000,                        14.612,                        26.683,                        10.283,
6/20/2015 6:00:00 AM ,      93.000,                        14.620,                        26.829,                        10.289,
6/20/2015 7:00:00 AM ,      94.000,                        14.599,                        26.877,                        10.274,
6/20/2015 8:00:00 AM ,      95.000,                        14.623,                        26.974,                        10.291,
6/20/2015 9:00:00 AM ,      96.000,                        14.621,                        26.877,                        10.290,
6/20/2015 10:00:00 AM,      97.000,                        14.618,                        27.120,                        10.288,
6/20/2015 11:00:00 AM,      98.000,                        14.618,                        27.120,                        10.288,
6/20/2015 12:00:00 PM,      99.000,                        14.630,                        27.266,                        10.296,
6/20/2015 1:00:00 PM ,     100.000,                        14.610,                        27.169,                        10.282,
6/20/2015 2:00:00 PM ,     101.000,                        14.643,                        27.266,                        10.306,
6/20/2015 3:00:00 PM ,     102.000,                        14.626,                        27.266,                        10.293,
6/20/2015 4:00:00 PM ,     103.000,                        14.618,                        27.314,                        10.288,
6/20/2015 5:00:00 PM ,     104.000,                        14.601,                        27.314,                        10.276,
6/20/2015 6:00:00 PM ,     105.000,                        14.608,                        27.411,                        10.280,
6/20/2015 7:00:00 PM ,     106.000,                        14.605,                        27.314,                        10.279,
6/20/2015 8:00:00 PM ,     107.000,                        14.614,                        27.314,                        10.285,
6/20/2015 9:00:00 PM ,     108.000,                        14.620,                        27.363,                        10.289,
6/20/2015 10:00:00 PM,     109.000,                        14.614,                        27.314,                        10.285,
6/20/2015 11:00:00 PM,     110.000,                        14.614,                        27.314,                        10.285,
6/21/2015 12:00:00 AM,     111.000,                        14.651,                        27.217,                        10.311,
6/21/2015 1:00:00 AM ,     112.000,                        14.619,                        27.169,                        10.289,
6/21/2015 2:00:00 AM ,     113.000,                        14.641,                        27.169,                        10.304,
6/21/2015 3:00:00 AM ,     114.000,                        14.637,                        27.023,                        10.301,
6/21/2015 4:00:00 AM ,     115.000,                        14.623,                        26.974,                        10.291,
6/21/2015 5:00:00 AM ,     116.000,                        14.653,                        26.926,                        10.312,
6/21/2015 6:00:00 AM ,     117.000,                        14.621,                        26.877,                        10.290,
6/21/2015 7:00:00 AM ,     118.000,                        14.655,                        26.829,                        10.313,
6/21/2015 8:00:00 AM ,     119.000,                        14.631,                        26.586,                        10.297,
6/21/2015 9:00:00 AM ,     120.000,                        14.641,                        26.829,                        10.304,
6/21/2015 10:00:00 AM,     121.000,                        14.646,                        26.829,                        10.307,
6/21/2015 11:00:00 AM,     122.000,                        14.635,                        26.586,                        10.300,
6/21/2015 12:00:00 PM,     123.000,                        14.634,                        26.877,                        10.299,
6/21/2015 1:00:00 PM ,     124.000,                        14.618,                        26.780,                        10.288,
6/21/2015 2:00:00 PM ,     125.000,                        14.606,                        26.974,                        10.279,
6/21/2015 3:00:00 PM ,     126.000,                        14.624,                        27.023,                        10.292,
6/21/2015 4:00:00 PM ,     127.000,                        14.616,                        27.217,                        10.286,
6/21/2015 5:00:00 PM ,     128.000,                        14.631,                        27.314,                        10.297,
6/21/2015 6:00:00 PM ,     129.000,                        14.589,                        27.556,                        10.268,
6/21/2015 7:00:00 PM ,     130.000,                        14.631,                        27.653,                        10.297,
6/21/2015 8:00:00 PM ,     131.000,                        14.617,                        27.799,                        10.287,
6/21/2015 9:00:00 PM ,     132.000,                        14.608,                        27.799,                        10.281,
6/21/2015 10:00:00 PM,     133.000,                        14.645,                        27.847,                        10.306,
6/21/2015 11:00:00 PM,     134.000,                        14.651,                        27.750,                        10.311,
6/22/2015 12:00:00 AM,     135.000,                        14.630,                        27.799,                        10.296,
6/22/2015 1:00:00 AM ,     136.000,                        14.639,                        27.799,                        10.303,
6/22/2015 2:00:00 AM ,     137.000,                        14.647,                        27.750,                        10.308,
6/22/2015 3:00:00 AM ,     138.000,                        14.639,                        27.799,                        10.303,
6/22/2015 4:00:00 AM ,     139.000,                        14.633,                        27.750,                        10.299,
6/22/2015 5:00:00 AM ,     140.000,                        14.661,                        27.605,                        10.318,
6/22/2015 6:00:00 AM ,     141.000,                        14.627,                        27.653,                        10.294,
6/22/2015 7:00:00 AM ,     142.000,                        14.644,                        27.653,                        10.306,
6/22/2015 8:00:00 AM ,     143.000,                        14.661,                        27.605,                        10.318,
6/22/2015 9:00:00 AM ,     144.000,                        14.657,                        27.460,                        10.315,
6/22/2015 10:00:00 AM,     145.000,                        14.635,                        26.926,                        10.300,
6/22/2015 11:00:00 AM,     146.000,                        14.618,                        26.245,                        10.288,
6/22/2015 12:00:00 PM,     147.000,                        14.602,                        25.562,                        10.276,
6/22/2015 1:00:00 PM ,     148.000,                        14.630,                        25.122,                        10.296,
6/22/2015 2:00:00 PM ,     149.000,                        14.615,                        24.681,                        10.286,
6/22/2015 3:00:00 PM ,     150.000,                        14.586,                        24.387,                        10.265,
6/22/2015 4:00:00 PM ,     151.000,                        14.577,                        24.191,                        10.259,
6/22/2015 5:00:00 PM ,     152.000,                        14.593,                        23.945,                        10.270,
6/22/2015 6:00:00 PM ,     153.000,                        14.581,                        23.847,                        10.262,
6/22/2015 7:00:00 PM ,     154.000,                        14.589,                        23.797,                        10.267,
6/22/2015 8:00:00 PM ,     155.000,                        14.600,                        23.699,                        10.275,
6/22/2015 9:00:00 PM ,     156.000,                        14.623,                        23.403,                        10.291,
6/22/2015 10:00:00 PM,     157.000,                        14.638,                        23.108,                        10.302,
6/22/2015 11:00:00 PM,     158.000,                        14.636,                        23.403,                        10.301,
6/23/2015 12:00:00 AM,     159.000,                        14.600,                        23.896,                        10.275,
6/23/2015 1:00:00 AM ,     160.000,                        14.631,                        24.436,                        10.297,
6/23/2015 2:00:00 AM ,     161.000,                        14.609,                        24.779,                        10.281,
6/23/2015 3:00:00 AM ,     162.000,                        14.636,                        25.171,                        10.300,
6/23/2015 4:00:00 AM ,     163.000,                        14.656,                        25.464,                        10.315,
6/23/2015 5:00:00 AM ,     164.000,                        14.653,                        25.709,                        10.313,
6/23/2015 6:00:00 AM ,     165.000,                        14.643,                        25.806,                        10.305,
6/23/2015 7:00:00 AM ,     166.000,                        14.705,                        26.050,                        10.349,
6/23/2015 8:00:00 AM ,     167.000,                        14.661,                        26.196,                        10.318,
6/23/2015 9:00:00 AM ,     168.000,                        14.680,                        26.440,                        10.331,
6/23/2015 10:00:00 AM,     169.000,                        14.660,                        26.342,                        10.317,
6/23/2015 11:00:00 AM,     170.000,                        14.645,                        26.099,                        10.307,
6/23/2015 12:00:00 PM,     171.000,                        14.643,                        25.660,                        10.306,
6/23/2015 1:00:00 PM ,     172.000,                        14.624,                        25.220,                        10.292,
6/23/2015 2:00:00 PM ,     173.000,                        14.619,                        25.024,                        10.288,
6/23/2015 3:00:00 PM ,     174.000,                        14.607,                        24.877,                        10.280,
6/23/2015 4:00:00 PM ,     175.000,                        14.589,                        24.877,                        10.267,
6/23/2015 5:00:00 PM ,     176.000,                        14.605,                        24.975,                        10.278,
6/23/2015 6:00:00 PM ,     177.000,                        14.605,                        24.975,                        10.278,
6/23/2015 7:00:00 PM ,     178.000,                        14.603,                        24.926,                        10.278,
6/23/2015 8:00:00 PM ,     179.000,                        14.513,                        25.709,                        10.214,
6/23/2015 9:00:00 PM ,     180.000,                        14.692,                        26.926,                        10.340,
6/23/2015 10:00:00 PM,     181.000,                        14.664,                        27.556,                        10.320,
6/23/2015 11:00:00 PM,     182.000,                        14.675,                        27.653,                        10.328,
6/24/2015 12:00:00 AM,     183.000,                        14.643,                        27.411,                        10.305,
6/24/2015 1:00:00 AM ,     184.000,                        14.644,                        27.120,                        10.306,
6/24/2015 2:00:00 AM ,     185.000,                        14.642,                        26.683,                        10.305,
6/24/2015 3:00:00 AM ,     186.000,                        14.633,                        26.488,                        10.298,
6/24/2015 4:00:00 AM ,     187.000,                        14.659,                        26.294,                        10.317,
6/24/2015 5:00:00 AM ,     188.000,                        14.656,                        26.001,                        10.315,
6/24/2015 6:00:00 AM ,     189.000,                        14.646,                        25.611,                        10.308,
6/24/2015 7:00:00 AM ,     190.000,                        14.644,                        25.318,                        10.306,
6/24/2015 8:00:00 AM ,     191.000,                        14.643,                        25.122,                        10.306,
6/24/2015 9:00:00 AM ,     192.000,                        14.587,                        25.513,                        10.266,
6/24/2015 10:00:00 AM,     193.000,                        14.571,                        26.634,                        10.255,
6/24/2015 11:00:00 AM,     194.000,                        14.581,                        28.282,                        10.262,
6/24/2015 12:00:00 PM,     195.000,                        14.574,                        30.303,                        10.257,
6/24/2015 1:00:00 PM ,     196.000,                        14.579,                        32.307,                        10.260,
6/24/2015 2:00:00 PM ,     197.000,                        14.588,                        33.919,                        10.266,
6/24/2015 3:00:00 PM ,     198.000,                        14.515,                        35.285,                        10.216,
6/24/2015 4:00:00 PM ,     199.000,                        14.530,                        36.270,                        10.226,
6/24/2015 5:00:00 PM ,     200.000,                        14.554,                        36.692,                        10.242,
6/24/2015 6:00:00 PM ,     201.000,                        14.471,                        35.614,                        10.184,
6/24/2015 7:00:00 PM ,     202.000,                        14.634,                        33.824,                        10.299,
6/24/2015 8:00:00 PM ,     203.000,                        14.616,                        32.735,                        10.286,
6/24/2015 9:00:00 PM ,     204.000,                        14.540,                        31.450,                        10.233,
6/24/2015 10:00:00 PM,     205.000,                        14.557,                        30.159,                        10.245,
6/24/2015 11:00:00 PM,     206.000,                        14.564,                        29.391,                        10.250,
6/25/2015 12:00:00 AM,     207.000,                        14.554,                        28.957,                        10.243,
6/25/2015 1:00:00 AM ,     208.000,                        14.547,                        28.668,                        10.238,
6/25/2015 2:00:00 AM ,     209.000,                        14.537,                        28.475,                        10.231,
6/25/2015 3:00:00 AM ,     210.000,                        14.511,                        28.282,                        10.212,
6/25/2015 4:00:00 AM ,     211.000,                        14.530,                        28.185,                        10.226,
6/25/2015 5:00:00 AM ,     212.000,                        14.507,                        28.137,                        10.210,
6/25/2015 6:00:00 AM ,     213.000,                        14.522,                        28.040,                        10.220,
6/25/2015 7:00:00 AM ,     214.000,                        14.531,                        28.040,                        10.227,
6/25/2015 8:00:00 AM ,     215.000,                        14.583,                        27.992,                        10.263,
6/25/2015 9:00:00 AM ,     216.000,                        14.457,                        26.974,                        10.174,
6/25/2015 10:00:00 AM,     217.000,                        14.497,                        27.556,                        10.203,
6/25/2015 11:00:00 AM,     218.000,                        14.506,                        28.813,                        10.209,
6/25/2015 12:00:00 PM,     219.000,                        14.504,                        29.967,                        10.208,
6/25/2015 1:00:00 PM ,     220.000,                        14.491,                        30.494,                        10.198,
6/25/2015 2:00:00 PM ,     221.000,                        14.484,                        30.925,                        10.193,
6/25/2015 3:00:00 PM ,     222.000,                        14.478,                        30.686,                        10.189,
6/25/2015 4:00:00 PM ,     223.000,                        14.461,                        30.542,                        10.177,
6/25/2015 5:00:00 PM ,     224.000,                        14.471,                        30.207,                        10.184,
6/25/2015 6:00:00 PM ,     225.000,                        14.452,                        29.631,                        10.171,
6/25/2015 7:00:00 PM ,     226.000,                        14.431,                        29.294,                        10.156,
6/25/2015 8:00:00 PM ,     227.000,                        14.340,                        29.343,                        10.092,
6/25/2015 9:00:00 PM ,     228.000,                        14.415,                        28.475,                        10.145,
6/25/2015 10:00:00 PM,     229.000,                        14.421,                        27.314,                        10.149,
6/25/2015 11:00:00 PM,     230.000,                        14.423,                        26.147,                        10.151,
6/26/2015 12:00:00 AM,     231.000,                        14.389,                        25.269,                        10.126,
6/26/2015 1:00:00 AM ,     232.000,                        14.341,                        24.387,                        10.093,
6/26/2015 2:00:00 AM ,     233.000,                        14.343,                        23.748,                        10.094,
6/26/2015 3:00:00 AM ,     234.000,                        14.329,                        23.009,                        10.084,
6/26/2015 4:00:00 AM ,     235.000,                        14.334,                        22.317,                        10.088,
6/26/2015 5:00:00 AM ,     236.000,                        14.311,                        21.722,                        10.072,
6/26/2015 6:00:00 AM ,     237.000,                        14.311,                        21.175,                        10.072,
6/26/2015 7:00:00 AM ,     238.000,                        14.304,                        20.727,                        10.067,
6/26/2015 8:00:00 AM ,     239.000,                        14.298,                        20.278,                        10.062,
6/26/2015 9:00:00 AM ,     240.000,                        14.323,                        20.028,                        10.080,
6/26/2015 10:00:00 AM,     241.000,                        14.288,                        19.878,                        10.056,
6/26/2015 11:00:00 AM,     242.000,                        14.323,                        19.878,                        10.080,
6/26/2015 12:00:00 PM,     243.000,                        14.323,                        20.028,                        10.080,
6/26/2015 1:00:00 PM ,     244.000,                        14.319,                        20.228,                        10.077,
6/26/2015 2:00:00 PM ,     245.000,                        14.349,                        20.777,                        10.099,
6/26/2015 3:00:00 PM ,     246.000,                        14.327,                        21.474,                        10.083,
6/26/2015 4:00:00 PM ,     247.000,                        14.351,                        22.119,                        10.100,
6/26/2015 5:00:00 PM ,     248.000,                        14.367,                        22.762,                        10.111,
6/26/2015 6:00:00 PM ,     249.000,                        14.358,                        23.305,                        10.105,
6/26/2015 7:00:00 PM ,     250.000,                        14.378,                        23.600,                        10.119,
6/26/2015 8:00:00 PM ,     251.000,                        14.396,                        23.600,                        10.132,
6/26/2015 9:00:00 PM ,     252.000,                        14.431,                        23.403,                        10.156,
6/26/2015 10:00:00 PM,     253.000,                        14.445,                        23.108,                        10.166,
6/26/2015 11:00:00 PM,     254.000,                        14.437,                        22.762,                        10.160,
6/27/2015 12:00:00 AM,     255.000,                        14.420,                        22.416,                        10.148,
6/27/2015 1:00:00 AM ,     256.000,                        14.454,                        22.020,                        10.172,
6/27/2015 2:00:00 AM ,     257.000,                        14.434,                        21.573,                        10.158,
6/27/2015 3:00:00 AM ,     258.000,                        14.436,                        21.126,                        10.160,
6/27/2015 4:00:00 AM ,     259.000,                        14.453,                        20.727,                        10.172,
6/27/2015 5:00:00 AM ,     260.000,                        14.453,                        20.378,                        10.172,
6/27/2015 6:00:00 AM ,     261.000,                        14.441,                        20.028,                        10.163,
6/27/2015 7:00:00 AM ,     262.000,                        14.464,                        19.728,                        10.179,
6/27/2015 8:00:00 AM ,     263.000,                        14.443,                        19.578,                        10.164,
6/27/2015 9:00:00 AM ,     264.000,                        14.458,                        19.828,                        10.175,
6/27/2015 10:00:00 AM,     265.000,                        14.451,                        20.278,                        10.170,
6/27/2015 11:00:00 AM,     266.000,                        14.458,                        20.926,                        10.175,
6/27/2015 12:00:00 PM,     267.000,                        14.462,                        21.821,                        10.178,
6/27/2015 1:00:00 PM ,     268.000,                        14.457,                        22.712,                        10.175,
6/27/2015 2:00:00 PM ,     269.000,                        14.486,                        23.699,                        10.195,
6/27/2015 3:00:00 PM ,     270.000,                        14.566,                        25.171,                        10.251,
6/27/2015 4:00:00 PM ,     271.000,                        14.510,                        28.089,                        10.212,
6/27/2015 5:00:00 PM ,     272.000,                        14.490,                        29.919,                        10.198,
6/27/2015 6:00:00 PM ,     273.000,                        14.509,                        30.159,                        10.211,
6/27/2015 7:00:00 PM ,     274.000,                        14.520,                        30.063,                        10.219,
6/27/2015 8:00:00 PM ,     275.000,                        14.509,                        29.631,                        10.211,
6/27/2015 9:00:00 PM ,     276.000,                        14.511,                        28.813,                        10.212,
6/27/2015 10:00:00 PM,     277.000,                        14.514,                        27.702,                        10.215,
6/27/2015 11:00:00 PM,     278.000,                        14.518,                        26.634,                        10.218,
6/28/2015 12:00:00 AM,     279.000,                        14.533,                        25.464,                        10.228,
6/28/2015 1:00:00 AM ,     280.000,                        14.526,                        24.436,                        10.223,
6/28/2015 2:00:00 AM ,     281.000,                        14.622,                        23.551,                        10.291,
6/28/2015 3:00:00 AM ,     282.000,                        14.616,                        24.191,                        10.286,
6/28/2015 4:00:00 AM ,     283.000,                        14.619,                        24.828,                        10.288,
6/28/2015 5:00:00 AM ,     284.000,                        14.662,                        24.975,                        10.318,
6/28/2015 6:00:00 AM ,     285.000,                        14.645,                        25.024,                        10.307,
6/28/2015 7:00:00 AM ,     286.000,                        14.652,                        24.926,                        10.311,
6/28/2015 8:00:00 AM ,     287.000,                        14.638,                        24.730,                        10.302,
6/28/2015 9:00:00 AM ,     288.000,                        14.675,                        24.632,                        10.328,
6/28/2015 10:00:00 AM,     289.000,                        14.636,                        24.485,                        10.301,
6/28/2015 11:00:00 AM,     290.000,                        14.670,                        24.436,                        10.324,
6/28/2015 12:00:00 PM,     291.000,                        14.636,                        24.289,                        10.300,
6/28/2015 1:00:00 PM ,     292.000,                        14.632,                        24.289,                        10.297,
6/28/2015 2:00:00 PM ,     293.000,                        14.429,                        26.196,                        10.155,
6/28/2015 3:00:00 PM ,     294.000,                        14.541,                        28.427,                        10.233,
6/28/2015 4:00:00 PM ,     295.000,                        14.525,                        29.198,                        10.222,
6/28/2015 5:00:00 PM ,     296.000,                        14.533,                        29.727,                        10.228,
6/28/2015 6:00:00 PM ,     297.000,                        14.474,                        29.823,                        10.187,
6/28/2015 7:00:00 PM ,     298.000,                        14.477,                        30.111,                        10.189,
6/28/2015 8:00:00 PM ,     299.000,                        14.540,                        30.351,                        10.233,
6/28/2015 9:00:00 PM ,     300.000,                        14.546,                        29.727,                        10.237,
6/28/2015 10:00:00 PM,     301.000,                        14.555,                        28.668,                        10.244,
6/28/2015 11:00:00 PM,     302.000,                        14.579,                        27.508,                        10.261,
6/29/2015 12:00:00 AM,     303.000,                        14.544,                        26.245,                        10.236,
6/29/2015 1:00:00 AM ,     304.000,                        14.544,                        25.367,                        10.236,
6/29/2015 2:00:00 AM ,     305.000,                        14.521,                        24.436,                        10.220,
6/29/2015 3:00:00 AM ,     306.000,                        14.497,                        23.600,                        10.202,
6/29/2015 4:00:00 AM ,     307.000,                        14.527,                        22.861,                        10.223,
6/29/2015 5:00:00 AM ,     308.000,                        14.536,                        22.168,                        10.230,
6/29/2015 6:00:00 AM ,     309.000,                        14.529,                        21.523,                        10.225,
6/29/2015 7:00:00 AM ,     310.000,                        14.514,                        21.076,                        10.215,
6/29/2015 8:00:00 AM ,     311.000,                        14.516,                        20.976,                        10.216,
6/29/2015 9:00:00 AM ,     312.000,                        14.503,                        21.175,                        10.207,
6/29/2015 10:00:00 AM,     313.000,                        14.523,                        21.623,                        10.221,
6/29/2015 11:00:00 AM,     314.000,                        14.494,                        22.416,                        10.200,
6/29/2015 12:00:00 PM,     315.000,                        14.481,                        23.305,                        10.191,
6/29/2015 1:00:00 PM ,     316.000,                        14.500,                        24.436,                        10.204,
6/29/2015 2:00:00 PM ,     317.000,                        14.497,                        25.562,                        10.202,
6/29/2015 3:00:00 PM ,     318.000,                        14.505,                        26.974,                        10.208,
