Report Date:,10/7/2015 3:34:16 PM
Application:,WinSitu.exe
Application Version:,5.6.22.4


Log File Properties
File Name,SB-1_25m_monitoring_2015-10-07_15-33-58-934.wsl
Create Date,10/7/2015 3:33:57 PM

Device Properties
Device,Rugged TROLL 100
Site,ILJOOK
Device Name, 
Serial Number,361377
Firmware Version,1.01
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
6/20/2015 12:00:00 AM,      87.000,                        14.566,                        25.982,                        10.251,
6/20/2015 1:00:00 AM ,      88.000,                        14.581,                        26.225,                        10.262,
6/20/2015 2:00:00 AM ,      89.000,                        14.577,                        26.468,                        10.259,
6/20/2015 3:00:00 AM ,      90.000,                        14.594,                        26.614,                        10.271,
6/20/2015 4:00:00 AM ,      91.000,                        14.584,                        26.712,                        10.264,
6/20/2015 5:00:00 AM ,      92.000,                        14.613,                        26.857,                        10.284,
6/20/2015 6:00:00 AM ,      93.000,                        14.591,                        26.954,                        10.269,
6/20/2015 7:00:00 AM ,      94.000,                        14.589,                        27.051,                        10.267,
6/20/2015 8:00:00 AM ,      95.000,                        14.600,                        27.051,                        10.275,
6/20/2015 9:00:00 AM ,      96.000,                        14.632,                        27.148,                        10.298,
6/20/2015 10:00:00 AM,      97.000,                        14.607,                        27.245,                        10.280,
6/20/2015 11:00:00 AM,      98.000,                        14.592,                        27.294,                        10.270,
6/20/2015 12:00:00 PM,      99.000,                        14.608,                        27.342,                        10.281,
6/20/2015 1:00:00 PM ,     100.000,                        14.619,                        27.342,                        10.289,
6/20/2015 2:00:00 PM ,     101.000,                        14.621,                        27.439,                        10.290,
6/20/2015 3:00:00 PM ,     102.000,                        14.609,                        27.439,                        10.282,
6/20/2015 4:00:00 PM ,     103.000,                        14.610,                        27.488,                        10.282,
6/20/2015 5:00:00 PM ,     104.000,                        14.633,                        27.488,                        10.298,
6/20/2015 6:00:00 PM ,     105.000,                        14.602,                        27.488,                        10.277,
6/20/2015 7:00:00 PM ,     106.000,                        14.610,                        27.488,                        10.282,
6/20/2015 8:00:00 PM ,     107.000,                        14.628,                        27.439,                        10.295,
6/20/2015 9:00:00 PM ,     108.000,                        14.632,                        27.439,                        10.298,
6/20/2015 10:00:00 PM,     109.000,                        14.605,                        27.391,                        10.279,
6/20/2015 11:00:00 PM,     110.000,                        14.612,                        27.391,                        10.284,
6/21/2015 12:00:00 AM,     111.000,                        14.626,                        27.294,                        10.294,
6/21/2015 1:00:00 AM ,     112.000,                        14.622,                        27.245,                        10.290,
6/21/2015 2:00:00 AM ,     113.000,                        14.602,                        27.197,                        10.277,
6/21/2015 3:00:00 AM ,     114.000,                        14.605,                        27.100,                        10.278,
6/21/2015 4:00:00 AM ,     115.000,                        14.608,                        27.051,                        10.281,
6/21/2015 5:00:00 AM ,     116.000,                        14.606,                        26.954,                        10.280,
6/21/2015 6:00:00 AM ,     117.000,                        14.644,                        26.906,                        10.306,
6/21/2015 7:00:00 AM ,     118.000,                        14.646,                        26.809,                        10.308,
6/21/2015 8:00:00 AM ,     119.000,                        14.642,                        26.809,                        10.305,
6/21/2015 9:00:00 AM ,     120.000,                        14.634,                        26.760,                        10.299,
6/21/2015 10:00:00 AM,     121.000,                        14.615,                        26.760,                        10.286,
6/21/2015 11:00:00 AM,     122.000,                        14.626,                        26.760,                        10.294,
6/21/2015 12:00:00 PM,     123.000,                        14.601,                        26.857,                        10.276,
6/21/2015 1:00:00 PM ,     124.000,                        14.629,                        26.954,                        10.296,
6/21/2015 2:00:00 PM ,     125.000,                        14.612,                        27.051,                        10.283,
6/21/2015 3:00:00 PM ,     126.000,                        14.598,                        27.148,                        10.273,
6/21/2015 4:00:00 PM ,     127.000,                        14.615,                        27.294,                        10.286,
6/21/2015 5:00:00 PM ,     128.000,                        14.587,                        27.488,                        10.266,
6/21/2015 6:00:00 PM ,     129.000,                        14.601,                        27.681,                        10.276,
6/21/2015 7:00:00 PM ,     130.000,                        14.630,                        27.826,                        10.296,
6/21/2015 8:00:00 PM ,     131.000,                        14.624,                        27.923,                        10.292,
6/21/2015 9:00:00 PM ,     132.000,                        14.624,                        27.971,                        10.292,
6/21/2015 10:00:00 PM,     133.000,                        14.616,                        27.923,                        10.286,
6/21/2015 11:00:00 PM,     134.000,                        14.627,                        27.875,                        10.294,
6/22/2015 12:00:00 AM,     135.000,                        14.631,                        27.923,                        10.297,
6/22/2015 1:00:00 AM ,     136.000,                        14.624,                        27.923,                        10.292,
6/22/2015 2:00:00 AM ,     137.000,                        14.634,                        27.875,                        10.299,
6/22/2015 3:00:00 AM ,     138.000,                        14.615,                        27.826,                        10.285,
6/22/2015 4:00:00 AM ,     139.000,                        14.614,                        27.778,                        10.285,
6/22/2015 5:00:00 AM ,     140.000,                        14.636,                        27.730,                        10.301,
6/22/2015 6:00:00 AM ,     141.000,                        14.648,                        27.730,                        10.309,
6/22/2015 7:00:00 AM ,     142.000,                        14.647,                        27.681,                        10.308,
6/22/2015 8:00:00 AM ,     143.000,                        14.646,                        27.633,                        10.308,
6/22/2015 9:00:00 AM ,     144.000,                        14.641,                        27.536,                        10.304,
6/22/2015 10:00:00 AM,     145.000,                        14.636,                        26.906,                        10.300,
6/22/2015 11:00:00 AM,     146.000,                        14.602,                        26.079,                        10.276,
6/22/2015 12:00:00 PM,     147.000,                        14.607,                        25.396,                        10.280,
6/22/2015 1:00:00 PM ,     148.000,                        14.597,                        24.907,                        10.273,
6/22/2015 2:00:00 PM ,     149.000,                        14.583,                        24.466,                        10.263,
6/22/2015 3:00:00 PM ,     150.000,                        14.568,                        24.172,                        10.252,
6/22/2015 4:00:00 PM ,     151.000,                        14.561,                        23.976,                        10.248,
6/22/2015 5:00:00 PM ,     152.000,                        14.566,                        23.779,                        10.251,
6/22/2015 6:00:00 PM ,     153.000,                        14.553,                        23.681,                        10.242,
6/22/2015 7:00:00 PM ,     154.000,                        14.576,                        23.681,                        10.258,
6/22/2015 8:00:00 PM ,     155.000,                        14.558,                        23.484,                        10.246,
6/22/2015 9:00:00 PM ,     156.000,                        14.596,                        23.238,                        10.273,
6/22/2015 10:00:00 PM,     157.000,                        14.619,                        22.942,                        10.288,
6/22/2015 11:00:00 PM,     158.000,                        14.617,                        23.336,                        10.287,
6/23/2015 12:00:00 AM,     159.000,                        14.615,                        24.025,                        10.286,
6/23/2015 1:00:00 AM ,     160.000,                        14.603,                        24.516,                        10.277,
6/23/2015 2:00:00 AM ,     161.000,                        14.625,                        25.005,                        10.293,
6/23/2015 3:00:00 AM ,     162.000,                        14.623,                        25.396,                        10.291,
6/23/2015 4:00:00 AM ,     163.000,                        14.649,                        25.689,                        10.310,
6/23/2015 5:00:00 AM ,     164.000,                        14.630,                        25.933,                        10.296,
6/23/2015 6:00:00 AM ,     165.000,                        14.637,                        26.128,                        10.301,
6/23/2015 7:00:00 AM ,     166.000,                        14.642,                        26.274,                        10.305,
6/23/2015 8:00:00 AM ,     167.000,                        14.675,                        26.420,                        10.328,
6/23/2015 9:00:00 AM ,     168.000,                        14.628,                        26.566,                        10.294,
6/23/2015 10:00:00 AM,     169.000,                        14.653,                        26.468,                        10.312,
6/23/2015 11:00:00 AM,     170.000,                        14.648,                        26.128,                        10.309,
6/23/2015 12:00:00 PM,     171.000,                        14.626,                        25.640,                        10.293,
6/23/2015 1:00:00 PM ,     172.000,                        14.616,                        25.201,                        10.286,
6/23/2015 2:00:00 PM ,     173.000,                        14.597,                        24.956,                        10.273,
6/23/2015 3:00:00 PM ,     174.000,                        14.590,                        24.956,                        10.268,
6/23/2015 4:00:00 PM ,     175.000,                        14.591,                        25.005,                        10.268,
6/23/2015 5:00:00 PM ,     176.000,                        14.594,                        25.005,                        10.271,
6/23/2015 6:00:00 PM ,     177.000,                        14.603,                        25.054,                        10.277,
6/23/2015 7:00:00 PM ,     178.000,                        14.594,                        24.956,                        10.271,
6/23/2015 8:00:00 PM ,     179.000,                        14.517,                        25.445,                        10.217,
6/23/2015 9:00:00 PM ,     180.000,                        14.659,                        26.128,                        10.317,
6/23/2015 10:00:00 PM,     181.000,                        14.660,                        26.712,                        10.317,
6/23/2015 11:00:00 PM,     182.000,                        14.656,                        27.003,                        10.315,
6/24/2015 12:00:00 AM,     183.000,                        14.653,                        27.051,                        10.313,
6/24/2015 1:00:00 AM ,     184.000,                        14.637,                        27.003,                        10.301,
6/24/2015 2:00:00 AM ,     185.000,                        14.639,                        26.809,                        10.302,
6/24/2015 3:00:00 AM ,     186.000,                        14.650,                        26.566,                        10.311,
6/24/2015 4:00:00 AM ,     187.000,                        14.651,                        26.323,                        10.311,
6/24/2015 5:00:00 AM ,     188.000,                        14.647,                        26.079,                        10.308,
6/24/2015 6:00:00 AM ,     189.000,                        14.652,                        25.835,                        10.311,
6/24/2015 7:00:00 AM ,     190.000,                        14.644,                        25.543,                        10.306,
6/24/2015 8:00:00 AM ,     191.000,                        14.626,                        25.396,                        10.294,
6/24/2015 9:00:00 AM ,     192.000,                        14.576,                        25.347,                        10.258,
6/24/2015 10:00:00 AM,     193.000,                        14.563,                        26.030,                        10.249,
6/24/2015 11:00:00 AM,     194.000,                        14.557,                        27.245,                        10.245,
6/24/2015 12:00:00 PM,     195.000,                        14.550,                        28.936,                        10.240,
6/24/2015 1:00:00 PM ,     196.000,                        14.565,                        30.855,                        10.250,
6/24/2015 2:00:00 PM ,     197.000,                        14.563,                        32.474,                        10.249,
6/24/2015 3:00:00 PM ,     198.000,                        14.525,                        33.941,                        10.222,
6/24/2015 4:00:00 PM ,     199.000,                        14.554,                        35.071,                        10.243,
6/24/2015 5:00:00 PM ,     200.000,                        14.571,                        35.916,                        10.255,
6/24/2015 6:00:00 PM ,     201.000,                        14.472,                        34.930,                        10.185,
6/24/2015 7:00:00 PM ,     202.000,                        14.628,                        33.941,                        10.295,
6/24/2015 8:00:00 PM ,     203.000,                        14.641,                        32.901,                        10.304,
6/24/2015 9:00:00 PM ,     204.000,                        14.583,                        31.665,                        10.263,
6/24/2015 10:00:00 PM,     205.000,                        14.557,                        30.568,                        10.245,
6/24/2015 11:00:00 PM,     206.000,                        14.555,                        29.801,                        10.243,
6/25/2015 12:00:00 AM,     207.000,                        14.549,                        29.369,                        10.239,
6/25/2015 1:00:00 AM ,     208.000,                        14.566,                        28.984,                        10.251,
6/25/2015 2:00:00 AM ,     209.000,                        14.529,                        28.744,                        10.225,
6/25/2015 3:00:00 AM ,     210.000,                        14.507,                        28.551,                        10.210,
6/25/2015 4:00:00 AM ,     211.000,                        14.528,                        28.406,                        10.224,
6/25/2015 5:00:00 AM ,     212.000,                        14.519,                        28.310,                        10.218,
6/25/2015 6:00:00 AM ,     213.000,                        14.530,                        28.261,                        10.226,
6/25/2015 7:00:00 AM ,     214.000,                        14.502,                        28.213,                        10.206,
6/25/2015 8:00:00 AM ,     215.000,                        14.571,                        28.213,                        10.254,
6/25/2015 9:00:00 AM ,     216.000,                        14.435,                        27.488,                        10.159,
6/25/2015 10:00:00 AM,     217.000,                        14.479,                        27.633,                        10.190,
6/25/2015 11:00:00 AM,     218.000,                        14.491,                        28.454,                        10.198,
6/25/2015 12:00:00 PM,     219.000,                        14.515,                        29.417,                        10.215,
6/25/2015 1:00:00 PM ,     220.000,                        14.476,                        29.897,                        10.188,
6/25/2015 2:00:00 PM ,     221.000,                        14.493,                        30.329,                        10.200,
6/25/2015 3:00:00 PM ,     222.000,                        14.484,                        30.185,                        10.193,
6/25/2015 4:00:00 PM ,     223.000,                        14.456,                        30.089,                        10.174,
6/25/2015 5:00:00 PM ,     224.000,                        14.461,                        29.897,                        10.177,
6/25/2015 6:00:00 PM ,     225.000,                        14.441,                        29.561,                        10.163,
6/25/2015 7:00:00 PM ,     226.000,                        14.416,                        29.369,                        10.145,
6/25/2015 8:00:00 PM ,     227.000,                        14.359,                        29.657,                        10.105,
6/25/2015 9:00:00 PM ,     228.000,                        14.445,                        29.273,                        10.166,
6/25/2015 10:00:00 PM,     229.000,                        14.422,                        28.406,                        10.149,
6/25/2015 11:00:00 PM,     230.000,                        14.386,                        27.488,                        10.125,
6/26/2015 12:00:00 AM,     231.000,                        14.375,                        26.663,                        10.116,
6/26/2015 1:00:00 AM ,     232.000,                        14.340,                        25.787,                        10.092,
6/26/2015 2:00:00 AM ,     233.000,                        14.315,                        25.103,                        10.074,
6/26/2015 3:00:00 AM ,     234.000,                        14.331,                        24.368,                        10.086,
6/26/2015 4:00:00 AM ,     235.000,                        14.318,                        23.681,                        10.077,
6/26/2015 5:00:00 AM ,     236.000,                        14.289,                        22.942,                        10.056,
6/26/2015 6:00:00 AM ,     237.000,                        14.293,                        22.448,                        10.059,
6/26/2015 7:00:00 AM ,     238.000,                        14.274,                        21.854,                        10.046,
6/26/2015 8:00:00 AM ,     239.000,                        14.260,                        21.358,                        10.036,
6/26/2015 9:00:00 AM ,     240.000,                        14.284,                        20.910,                        10.053,
6/26/2015 10:00:00 AM,     241.000,                        14.281,                        20.711,                        10.051,
6/26/2015 11:00:00 AM,     242.000,                        14.275,                        20.512,                        10.046,
6/26/2015 12:00:00 PM,     243.000,                        14.278,                        20.462,                        10.048,
6/26/2015 1:00:00 PM ,     244.000,                        14.290,                        20.512,                        10.057,
6/26/2015 2:00:00 PM ,     245.000,                        14.294,                        20.811,                        10.060,
6/26/2015 3:00:00 PM ,     246.000,                        14.326,                        21.209,                        10.082,
6/26/2015 4:00:00 PM ,     247.000,                        14.302,                        21.705,                        10.066,
6/26/2015 5:00:00 PM ,     248.000,                        14.302,                        22.250,                        10.065,
6/26/2015 6:00:00 PM ,     249.000,                        14.343,                        22.744,                        10.094,
6/26/2015 7:00:00 PM ,     250.000,                        14.350,                        23.238,                        10.099,
6/26/2015 8:00:00 PM ,     251.000,                        14.369,                        23.287,                        10.113,
6/26/2015 9:00:00 PM ,     252.000,                        14.390,                        23.385,                        10.127,
6/26/2015 10:00:00 PM,     253.000,                        14.377,                        23.287,                        10.118,
6/26/2015 11:00:00 PM,     254.000,                        14.423,                        23.040,                        10.150,
6/27/2015 12:00:00 AM,     255.000,                        14.403,                        22.695,                        10.136,
6/27/2015 1:00:00 AM ,     256.000,                        14.400,                        22.448,                        10.134,
6/27/2015 2:00:00 AM ,     257.000,                        14.388,                        22.151,                        10.126,
6/27/2015 3:00:00 AM ,     258.000,                        14.413,                        21.755,                        10.143,
6/27/2015 4:00:00 AM ,     259.000,                        14.398,                        21.457,                        10.133,
6/27/2015 5:00:00 AM ,     260.000,                        14.422,                        21.010,                        10.150,
6/27/2015 6:00:00 AM ,     261.000,                        14.433,                        20.711,                        10.158,
6/27/2015 7:00:00 AM ,     262.000,                        14.437,                        20.412,                        10.160,
6/27/2015 8:00:00 AM ,     263.000,                        14.422,                        20.163,                        10.150,
6/27/2015 9:00:00 AM ,     264.000,                        14.419,                        20.213,                        10.148,
6/27/2015 10:00:00 AM,     265.000,                        14.426,                        20.462,                        10.153,
6/27/2015 11:00:00 AM,     266.000,                        14.435,                        20.860,                        10.159,
6/27/2015 12:00:00 PM,     267.000,                        14.448,                        21.507,                        10.168,
6/27/2015 1:00:00 PM ,     268.000,                        14.442,                        22.200,                        10.164,
6/27/2015 2:00:00 PM ,     269.000,                        14.433,                        22.942,                        10.158,
6/27/2015 3:00:00 PM ,     270.000,                        14.529,                        24.123,                        10.225,
6/27/2015 4:00:00 PM ,     271.000,                        14.467,                        26.468,                        10.181,
6/27/2015 5:00:00 PM ,     272.000,                        14.473,                        28.310,                        10.186,
6/27/2015 6:00:00 PM ,     273.000,                        14.493,                        28.888,                        10.200,
6/27/2015 7:00:00 PM ,     274.000,                        14.491,                        29.032,                        10.198,
6/27/2015 8:00:00 PM ,     275.000,                        14.512,                        28.888,                        10.213,
6/27/2015 9:00:00 PM ,     276.000,                        14.511,                        28.551,                        10.212,
6/27/2015 10:00:00 PM,     277.000,                        14.517,                        27.923,                        10.217,
6/27/2015 11:00:00 PM,     278.000,                        14.507,                        27.148,                        10.209,
6/28/2015 12:00:00 AM,     279.000,                        14.518,                        26.323,                        10.217,
6/28/2015 1:00:00 AM ,     280.000,                        14.503,                        25.494,                        10.207,
6/28/2015 2:00:00 AM ,     281.000,                        14.592,                        24.565,                        10.269,
6/28/2015 3:00:00 AM ,     282.000,                        14.617,                        24.712,                        10.287,
6/28/2015 4:00:00 AM ,     283.000,                        14.624,                        25.201,                        10.292,
6/28/2015 5:00:00 AM ,     284.000,                        14.623,                        25.396,                        10.291,
6/28/2015 6:00:00 AM ,     285.000,                        14.619,                        25.445,                        10.289,
6/28/2015 7:00:00 AM ,     286.000,                        14.607,                        25.347,                        10.280,
6/28/2015 8:00:00 AM ,     287.000,                        14.635,                        25.201,                        10.300,
6/28/2015 9:00:00 AM ,     288.000,                        14.621,                        25.005,                        10.290,
6/28/2015 10:00:00 AM,     289.000,                        14.619,                        24.858,                        10.288,
6/28/2015 11:00:00 AM,     290.000,                        14.621,                        24.760,                        10.290,
6/28/2015 12:00:00 PM,     291.000,                        14.619,                        24.614,                        10.289,
6/28/2015 1:00:00 PM ,     292.000,                        14.588,                        24.565,                        10.267,
6/28/2015 2:00:00 PM ,     293.000,                        14.407,                        25.445,                        10.139,
6/28/2015 3:00:00 PM ,     294.000,                        14.507,                        27.197,                        10.210,
6/28/2015 4:00:00 PM ,     295.000,                        14.508,                        28.068,                        10.210,
6/28/2015 5:00:00 PM ,     296.000,                        14.538,                        28.599,                        10.232,
6/28/2015 6:00:00 PM ,     297.000,                        14.455,                        28.936,                        10.173,
6/28/2015 7:00:00 PM ,     298.000,                        14.452,                        29.273,                        10.171,
6/28/2015 8:00:00 PM ,     299.000,                        14.551,                        29.801,                        10.240,
6/28/2015 9:00:00 PM ,     300.000,                        14.561,                        29.753,                        10.248,
6/28/2015 10:00:00 PM,     301.000,                        14.550,                        29.225,                        10.240,
6/28/2015 11:00:00 PM,     302.000,                        14.551,                        28.454,                        10.241,
6/29/2015 12:00:00 AM,     303.000,                        14.531,                        27.536,                        10.227,
6/29/2015 1:00:00 AM ,     304.000,                        14.557,                        26.663,                        10.245,
6/29/2015 2:00:00 AM ,     305.000,                        14.526,                        25.787,                        10.223,
6/29/2015 3:00:00 AM ,     306.000,                        14.523,                        25.054,                        10.221,
6/29/2015 4:00:00 AM ,     307.000,                        14.516,                        24.270,                        10.216,
6/29/2015 5:00:00 AM ,     308.000,                        14.495,                        23.582,                        10.201,
6/29/2015 6:00:00 AM ,     309.000,                        14.489,                        22.843,                        10.197,
6/29/2015 7:00:00 AM ,     310.000,                        14.482,                        22.398,                        10.192,
6/29/2015 8:00:00 AM ,     311.000,                        14.472,                        21.903,                        10.185,
6/29/2015 9:00:00 AM ,     312.000,                        14.459,                        21.804,                        10.176,
6/29/2015 10:00:00 AM,     313.000,                        14.457,                        21.953,                        10.175,
6/29/2015 11:00:00 AM,     314.000,                        14.498,                        22.398,                        10.203,
6/29/2015 12:00:00 PM,     315.000,                        14.473,                        22.843,                        10.186,
6/29/2015 1:00:00 PM ,     316.000,                        14.488,                        23.632,                        10.196,
6/29/2015 2:00:00 PM ,     317.000,                        14.451,                        24.516,                        10.170,
6/29/2015 3:00:00 PM ,     318.000,                        14.477,                        25.592,                        10.189,
