Report Date:,10/7/2015 4:03:17 PM
Application:,WinSitu.exe
Application Version:,5.6.22.4


Log File Properties
File Name,AB-1_20m_monitoring_2015-10-07_16-03-09-492.wsl
Create Date,10/7/2015 4:03:07 PM

Device Properties
Device,Rugged TROLL 100
Site,ILJOOK
Device Name, 
Serial Number,361486
Firmware Version,1.01
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
6/20/2015 12:00:00 AM,      87.000,                        14.486,                        26.305,                        10.195,
6/20/2015 1:00:00 AM ,      88.000,                        14.473,                        26.546,                        10.186,
6/20/2015 2:00:00 AM ,      89.000,                        14.471,                        26.691,                        10.184,
6/20/2015 3:00:00 AM ,      90.000,                        14.468,                        26.739,                        10.182,
6/20/2015 4:00:00 AM ,      91.000,                        14.465,                        26.835,                        10.180,
6/20/2015 5:00:00 AM ,      92.000,                        14.495,                        26.884,                        10.201,
6/20/2015 6:00:00 AM ,      93.000,                        14.489,                        26.980,                        10.197,
6/20/2015 7:00:00 AM ,      94.000,                        14.490,                        27.076,                        10.198,
6/20/2015 8:00:00 AM ,      95.000,                        14.487,                        27.124,                        10.195,
6/20/2015 9:00:00 AM ,      96.000,                        14.483,                        27.173,                        10.193,
6/20/2015 10:00:00 AM,      97.000,                        14.496,                        27.173,                        10.202,
6/20/2015 11:00:00 AM,      98.000,                        14.477,                        27.269,                        10.188,
6/20/2015 12:00:00 PM,      99.000,                        14.477,                        27.317,                        10.189,
6/20/2015 1:00:00 PM ,     100.000,                        14.477,                        27.317,                        10.189,
6/20/2015 2:00:00 PM ,     101.000,                        14.499,                        27.365,                        10.204,
6/20/2015 3:00:00 PM ,     102.000,                        14.487,                        27.413,                        10.196,
6/20/2015 4:00:00 PM ,     103.000,                        14.475,                        27.413,                        10.187,
6/20/2015 5:00:00 PM ,     104.000,                        14.496,                        27.413,                        10.202,
6/20/2015 6:00:00 PM ,     105.000,                        14.509,                        27.413,                        10.211,
6/20/2015 7:00:00 PM ,     106.000,                        14.475,                        27.413,                        10.187,
6/20/2015 8:00:00 PM ,     107.000,                        14.495,                        27.365,                        10.201,
6/20/2015 9:00:00 PM ,     108.000,                        14.511,                        27.317,                        10.213,
6/20/2015 10:00:00 PM,     109.000,                        14.477,                        27.269,                        10.188,
6/20/2015 11:00:00 PM,     110.000,                        14.480,                        27.221,                        10.191,
6/21/2015 12:00:00 AM,     111.000,                        14.504,                        27.173,                        10.208,
6/21/2015 1:00:00 AM ,     112.000,                        14.517,                        27.173,                        10.217,
6/21/2015 2:00:00 AM ,     113.000,                        14.499,                        27.076,                        10.204,
6/21/2015 3:00:00 AM ,     114.000,                        14.480,                        26.980,                        10.191,
6/21/2015 4:00:00 AM ,     115.000,                        14.478,                        26.884,                        10.190,
6/21/2015 5:00:00 AM ,     116.000,                        14.511,                        26.835,                        10.213,
6/21/2015 6:00:00 AM ,     117.000,                        14.516,                        26.835,                        10.216,
6/21/2015 7:00:00 AM ,     118.000,                        14.497,                        26.739,                        10.203,
6/21/2015 8:00:00 AM ,     119.000,                        14.506,                        26.739,                        10.209,
6/21/2015 9:00:00 AM ,     120.000,                        14.489,                        26.787,                        10.197,
6/21/2015 10:00:00 AM,     121.000,                        14.515,                        26.787,                        10.215,
6/21/2015 11:00:00 AM,     122.000,                        14.524,                        26.835,                        10.222,
6/21/2015 12:00:00 PM,     123.000,                        14.492,                        26.932,                        10.199,
6/21/2015 1:00:00 PM ,     124.000,                        14.503,                        27.076,                        10.207,
6/21/2015 2:00:00 PM ,     125.000,                        14.501,                        27.221,                        10.205,
6/21/2015 3:00:00 PM ,     126.000,                        14.482,                        27.365,                        10.192,
6/21/2015 4:00:00 PM ,     127.000,                        14.469,                        27.557,                        10.183,
6/21/2015 5:00:00 PM ,     128.000,                        14.465,                        27.846,                        10.180,
6/21/2015 6:00:00 PM ,     129.000,                        14.465,                        28.085,                        10.180,
6/21/2015 7:00:00 PM ,     130.000,                        14.471,                        28.181,                        10.184,
6/21/2015 8:00:00 PM ,     131.000,                        14.479,                        28.133,                        10.190,
6/21/2015 9:00:00 PM ,     132.000,                        14.498,                        28.037,                        10.203,
6/21/2015 10:00:00 PM,     133.000,                        14.497,                        27.990,                        10.203,
6/21/2015 11:00:00 PM,     134.000,                        14.508,                        27.894,                        10.211,
6/22/2015 12:00:00 AM,     135.000,                        14.501,                        27.942,                        10.205,
6/22/2015 1:00:00 AM ,     136.000,                        14.480,                        27.990,                        10.191,
6/22/2015 2:00:00 AM ,     137.000,                        14.487,                        27.894,                        10.196,
6/22/2015 3:00:00 AM ,     138.000,                        14.482,                        27.846,                        10.192,
6/22/2015 4:00:00 AM ,     139.000,                        14.502,                        27.798,                        10.206,
6/22/2015 5:00:00 AM ,     140.000,                        14.522,                        27.701,                        10.220,
6/22/2015 6:00:00 AM ,     141.000,                        14.538,                        27.653,                        10.231,
6/22/2015 7:00:00 AM ,     142.000,                        14.508,                        27.653,                        10.211,
6/22/2015 8:00:00 AM ,     143.000,                        14.512,                        27.605,                        10.213,
6/22/2015 9:00:00 AM ,     144.000,                        14.508,                        27.365,                        10.210,
6/22/2015 10:00:00 AM,     145.000,                        14.490,                        26.594,                        10.198,
6/22/2015 11:00:00 AM,     146.000,                        14.502,                        25.773,                        10.206,
6/22/2015 12:00:00 PM,     147.000,                        14.491,                        25.143,                        10.199,
6/22/2015 1:00:00 PM ,     148.000,                        14.463,                        24.705,                        10.179,
6/22/2015 2:00:00 PM ,     149.000,                        14.462,                        24.413,                        10.178,
6/22/2015 3:00:00 PM ,     150.000,                        14.463,                        24.218,                        10.179,
6/22/2015 4:00:00 PM ,     151.000,                        14.448,                        24.072,                        10.168,
6/22/2015 5:00:00 PM ,     152.000,                        14.450,                        23.926,                        10.169,
6/22/2015 6:00:00 PM ,     153.000,                        14.470,                        23.877,                        10.184,
6/22/2015 7:00:00 PM ,     154.000,                        14.474,                        23.877,                        10.187,
6/22/2015 8:00:00 PM ,     155.000,                        14.475,                        23.682,                        10.187,
6/22/2015 9:00:00 PM ,     156.000,                        14.477,                        23.291,                        10.189,
6/22/2015 10:00:00 PM,     157.000,                        14.495,                        23.095,                        10.201,
6/22/2015 11:00:00 PM,     158.000,                        14.462,                        23.877,                        10.178,
6/23/2015 12:00:00 AM,     159.000,                        14.495,                        24.608,                        10.201,
6/23/2015 1:00:00 AM ,     160.000,                        14.505,                        25.191,                        10.208,
6/23/2015 2:00:00 AM ,     161.000,                        14.494,                        25.531,                        10.200,
6/23/2015 3:00:00 AM ,     162.000,                        14.498,                        25.821,                        10.204,
6/23/2015 4:00:00 AM ,     163.000,                        14.493,                        26.015,                        10.200,
6/23/2015 5:00:00 AM ,     164.000,                        14.526,                        26.208,                        10.223,
6/23/2015 6:00:00 AM ,     165.000,                        14.533,                        26.353,                        10.228,
6/23/2015 7:00:00 AM ,     166.000,                        14.526,                        26.450,                        10.223,
6/23/2015 8:00:00 AM ,     167.000,                        14.507,                        26.594,                        10.210,
6/23/2015 9:00:00 AM ,     168.000,                        14.522,                        26.739,                        10.220,
6/23/2015 10:00:00 AM,     169.000,                        14.501,                        26.498,                        10.206,
6/23/2015 11:00:00 AM,     170.000,                        14.529,                        26.111,                        10.225,
6/23/2015 12:00:00 PM,     171.000,                        14.494,                        25.579,                        10.201,
6/23/2015 1:00:00 PM ,     172.000,                        14.469,                        25.094,                        10.183,
6/23/2015 2:00:00 PM ,     173.000,                        14.475,                        24.948,                        10.187,
6/23/2015 3:00:00 PM ,     174.000,                        14.462,                        24.900,                        10.178,
6/23/2015 4:00:00 PM ,     175.000,                        14.460,                        25.045,                        10.177,
6/23/2015 5:00:00 PM ,     176.000,                        14.479,                        25.143,                        10.190,
6/23/2015 6:00:00 PM ,     177.000,                        14.472,                        25.240,                        10.185,
6/23/2015 7:00:00 PM ,     178.000,                        14.484,                        25.191,                        10.193,
6/23/2015 8:00:00 PM ,     179.000,                        14.377,                        25.870,                        10.118,
6/23/2015 9:00:00 PM ,     180.000,                        14.526,                        26.691,                        10.223,
6/23/2015 10:00:00 PM,     181.000,                        14.528,                        27.317,                        10.224,
6/23/2015 11:00:00 PM,     182.000,                        14.512,                        27.605,                        10.213,
6/24/2015 12:00:00 AM,     183.000,                        14.519,                        27.557,                        10.218,
6/24/2015 1:00:00 AM ,     184.000,                        14.520,                        27.317,                        10.218,
6/24/2015 2:00:00 AM ,     185.000,                        14.523,                        27.028,                        10.221,
6/24/2015 3:00:00 AM ,     186.000,                        14.531,                        26.739,                        10.226,
6/24/2015 4:00:00 AM ,     187.000,                        14.508,                        26.401,                        10.211,
6/24/2015 5:00:00 AM ,     188.000,                        14.512,                        26.111,                        10.213,
6/24/2015 6:00:00 AM ,     189.000,                        14.503,                        25.821,                        10.207,
6/24/2015 7:00:00 AM ,     190.000,                        14.523,                        25.531,                        10.221,
6/24/2015 8:00:00 AM ,     191.000,                        14.516,                        25.337,                        10.216,
6/24/2015 9:00:00 AM ,     192.000,                        14.439,                        25.288,                        10.162,
6/24/2015 10:00:00 AM,     193.000,                        14.453,                        26.111,                        10.171,
6/24/2015 11:00:00 AM,     194.000,                        14.421,                        27.701,                        10.149,
6/24/2015 12:00:00 PM,     195.000,                        14.430,                        29.758,                        10.156,
6/24/2015 1:00:00 PM ,     196.000,                        14.432,                        31.846,                        10.157,
6/24/2015 2:00:00 PM ,     197.000,                        14.414,                        33.542,                        10.144,
6/24/2015 3:00:00 PM ,     198.000,                        14.385,                        35.042,                        10.124,
6/24/2015 4:00:00 PM ,     199.000,                        14.415,                        36.115,                        10.145,
6/24/2015 5:00:00 PM ,     200.000,                        14.404,                        36.673,                        10.137,
6/24/2015 6:00:00 PM ,     201.000,                        14.330,                        35.322,                        10.085,
6/24/2015 7:00:00 PM ,     202.000,                        14.502,                        33.495,                        10.206,
6/24/2015 8:00:00 PM ,     203.000,                        14.470,                        32.082,                        10.183,
6/24/2015 9:00:00 PM ,     204.000,                        14.407,                        30.614,                        10.139,
6/24/2015 10:00:00 PM,     205.000,                        14.425,                        29.472,                        10.152,
6/24/2015 11:00:00 PM,     206.000,                        14.407,                        28.899,                        10.139,
6/25/2015 12:00:00 AM,     207.000,                        14.406,                        28.565,                        10.138,
6/25/2015 1:00:00 AM ,     208.000,                        14.419,                        28.325,                        10.147,
6/25/2015 2:00:00 AM ,     209.000,                        14.374,                        28.181,                        10.116,
6/25/2015 3:00:00 AM ,     210.000,                        14.398,                        28.085,                        10.133,
6/25/2015 4:00:00 AM ,     211.000,                        14.388,                        28.037,                        10.126,
6/25/2015 5:00:00 AM ,     212.000,                        14.396,                        27.990,                        10.131,
6/25/2015 6:00:00 AM ,     213.000,                        14.408,                        27.942,                        10.140,
6/25/2015 7:00:00 AM ,     214.000,                        14.373,                        27.894,                        10.115,
6/25/2015 8:00:00 AM ,     215.000,                        14.444,                        27.846,                        10.165,
6/25/2015 9:00:00 AM ,     216.000,                        14.327,                        27.173,                        10.083,
6/25/2015 10:00:00 AM,     217.000,                        14.368,                        27.605,                        10.112,
6/25/2015 11:00:00 AM,     218.000,                        14.374,                        28.660,                        10.116,
6/25/2015 12:00:00 PM,     219.000,                        14.373,                        29.854,                        10.115,
6/25/2015 1:00:00 PM ,     220.000,                        14.343,                        30.567,                        10.094,
6/25/2015 2:00:00 PM ,     221.000,                        14.356,                        30.852,                        10.103,
6/25/2015 3:00:00 PM ,     222.000,                        14.350,                        30.472,                        10.099,
6/25/2015 4:00:00 PM ,     223.000,                        14.345,                        30.187,                        10.095,
6/25/2015 5:00:00 PM ,     224.000,                        14.331,                        29.901,                        10.086,
6/25/2015 6:00:00 PM ,     225.000,                        14.311,                        29.425,                        10.071,
6/25/2015 7:00:00 PM ,     226.000,                        14.295,                        29.520,                        10.061,
6/25/2015 8:00:00 PM ,     227.000,                        14.216,                        30.092,                        10.005,
6/25/2015 9:00:00 PM ,     228.000,                        14.296,                        29.568,                        10.061,
6/25/2015 10:00:00 PM,     229.000,                        14.276,                        28.373,                        10.047,
6/25/2015 11:00:00 PM,     230.000,                        14.267,                        27.124,                        10.041,
6/26/2015 12:00:00 AM,     231.000,                        14.256,                        25.966,                        10.033,
6/26/2015 1:00:00 AM ,     232.000,                        14.231,                        24.948,                        10.015,
6/26/2015 2:00:00 AM ,     233.000,                        14.226,                        24.170,                        10.012,
6/26/2015 3:00:00 AM ,     234.000,                        14.188,                        23.388,                         9.985,
6/26/2015 4:00:00 AM ,     235.000,                        14.202,                        22.703,                         9.995,
6/26/2015 5:00:00 AM ,     236.000,                        14.185,                        21.916,                         9.983,
6/26/2015 6:00:00 AM ,     237.000,                        14.178,                        21.522,                         9.978,
6/26/2015 7:00:00 AM ,     238.000,                        14.188,                        20.831,                         9.985,
6/26/2015 8:00:00 AM ,     239.000,                        14.156,                        20.435,                         9.963,
6/26/2015 9:00:00 AM ,     240.000,                        14.177,                        20.137,                         9.977,
6/26/2015 10:00:00 AM,     241.000,                        14.160,                        19.889,                         9.966,
6/26/2015 11:00:00 AM,     242.000,                        14.174,                        19.938,                         9.975,
6/26/2015 12:00:00 PM,     243.000,                        14.195,                        19.938,                         9.990,
6/26/2015 1:00:00 PM ,     244.000,                        14.181,                        20.137,                         9.980,
6/26/2015 2:00:00 PM ,     245.000,                        14.188,                        20.583,                         9.985,
6/26/2015 3:00:00 PM ,     246.000,                        14.202,                        21.177,                         9.995,
6/26/2015 4:00:00 PM ,     247.000,                        14.225,                        21.571,                        10.011,
6/26/2015 5:00:00 PM ,     248.000,                        14.220,                        22.261,                        10.008,
6/26/2015 6:00:00 PM ,     249.000,                        14.233,                        23.046,                        10.017,
6/26/2015 7:00:00 PM ,     250.000,                        14.263,                        23.340,                        10.038,
6/26/2015 8:00:00 PM ,     251.000,                        14.247,                        23.388,                        10.027,
6/26/2015 9:00:00 PM ,     252.000,                        14.281,                        23.388,                        10.050,
6/26/2015 10:00:00 PM,     253.000,                        14.281,                        23.144,                        10.050,
6/26/2015 11:00:00 PM,     254.000,                        14.316,                        22.703,                        10.075,
6/27/2015 12:00:00 AM,     255.000,                        14.298,                        22.408,                        10.063,
6/27/2015 1:00:00 AM ,     256.000,                        14.295,                        22.212,                        10.060,
6/27/2015 2:00:00 AM ,     257.000,                        14.305,                        21.769,                        10.067,
6/27/2015 3:00:00 AM ,     258.000,                        14.289,                        21.325,                        10.056,
6/27/2015 4:00:00 AM ,     259.000,                        14.324,                        20.880,                        10.081,
6/27/2015 5:00:00 AM ,     260.000,                        14.306,                        20.534,                        10.068,
6/27/2015 6:00:00 AM ,     261.000,                        14.313,                        20.187,                        10.073,
6/27/2015 7:00:00 AM ,     262.000,                        14.324,                        19.839,                        10.081,
6/27/2015 8:00:00 AM ,     263.000,                        14.343,                        19.690,                        10.094,
6/27/2015 9:00:00 AM ,     264.000,                        14.328,                        19.839,                        10.084,
6/27/2015 10:00:00 AM,     265.000,                        14.318,                        20.286,                        10.077,
6/27/2015 11:00:00 AM,     266.000,                        14.332,                        20.880,                        10.087,
6/27/2015 12:00:00 PM,     267.000,                        14.358,                        21.670,                        10.105,
6/27/2015 1:00:00 PM ,     268.000,                        14.313,                        22.310,                        10.073,
6/27/2015 2:00:00 PM ,     269.000,                        14.351,                        23.340,                        10.100,
6/27/2015 3:00:00 PM ,     270.000,                        14.427,                        24.851,                        10.154,
6/27/2015 4:00:00 PM ,     271.000,                        14.362,                        28.229,                        10.108,
6/27/2015 5:00:00 PM ,     272.000,                        14.358,                        30.234,                        10.105,
6/27/2015 6:00:00 PM ,     273.000,                        14.350,                        30.472,                        10.099,
6/27/2015 7:00:00 PM ,     274.000,                        14.367,                        30.282,                        10.111,
6/27/2015 8:00:00 PM ,     275.000,                        14.398,                        29.854,                        10.133,
6/27/2015 9:00:00 PM ,     276.000,                        14.391,                        29.186,                        10.128,
6/27/2015 10:00:00 PM,     277.000,                        14.378,                        28.181,                        10.119,
6/27/2015 11:00:00 PM,     278.000,                        14.399,                        27.173,                        10.134,
6/28/2015 12:00:00 AM,     279.000,                        14.384,                        26.063,                        10.123,
6/28/2015 1:00:00 AM ,     280.000,                        14.388,                        24.997,                        10.126,
6/28/2015 2:00:00 AM ,     281.000,                        14.494,                        24.072,                        10.201,
6/28/2015 3:00:00 AM ,     282.000,                        14.486,                        24.851,                        10.195,
6/28/2015 4:00:00 AM ,     283.000,                        14.498,                        25.531,                        10.203,
6/28/2015 5:00:00 AM ,     284.000,                        14.491,                        25.627,                        10.198,
6/28/2015 6:00:00 AM ,     285.000,                        14.514,                        25.482,                        10.214,
6/28/2015 7:00:00 AM ,     286.000,                        14.498,                        25.288,                        10.203,
6/28/2015 8:00:00 AM ,     287.000,                        14.520,                        25.094,                        10.219,
6/28/2015 9:00:00 AM ,     288.000,                        14.521,                        24.900,                        10.219,
6/28/2015 10:00:00 AM,     289.000,                        14.505,                        24.705,                        10.208,
6/28/2015 11:00:00 AM,     290.000,                        14.528,                        24.559,                        10.224,
6/28/2015 12:00:00 PM,     291.000,                        14.535,                        24.462,                        10.229,
6/28/2015 1:00:00 PM ,     292.000,                        14.462,                        24.413,                        10.178,
6/28/2015 2:00:00 PM ,     293.000,                        14.342,                        26.063,                        10.094,
6/28/2015 3:00:00 PM ,     294.000,                        14.412,                        28.421,                        10.143,
6/28/2015 4:00:00 PM ,     295.000,                        14.399,                        29.186,                        10.134,
6/28/2015 5:00:00 PM ,     296.000,                        14.410,                        29.568,                        10.141,
6/28/2015 6:00:00 PM ,     297.000,                        14.325,                        29.758,                        10.081,
6/28/2015 7:00:00 PM ,     298.000,                        14.334,                        30.282,                        10.088,
6/28/2015 8:00:00 PM ,     299.000,                        14.423,                        31.089,                        10.151,
6/28/2015 9:00:00 PM ,     300.000,                        14.434,                        30.709,                        10.158,
6/28/2015 10:00:00 PM,     301.000,                        14.438,                        29.711,                        10.161,
6/28/2015 11:00:00 PM,     302.000,                        14.423,                        28.612,                        10.151,
6/29/2015 12:00:00 AM,     303.000,                        14.424,                        27.413,                        10.151,
6/29/2015 1:00:00 AM ,     304.000,                        14.414,                        26.305,                        10.144,
6/29/2015 2:00:00 AM ,     305.000,                        14.388,                        25.288,                        10.126,
6/29/2015 3:00:00 AM ,     306.000,                        14.399,                        24.413,                        10.134,
6/29/2015 4:00:00 AM ,     307.000,                        14.390,                        23.633,                        10.127,
6/29/2015 5:00:00 AM ,     308.000,                        14.414,                        22.801,                        10.144,
6/29/2015 6:00:00 AM ,     309.000,                        14.383,                        22.162,                        10.122,
6/29/2015 7:00:00 AM ,     310.000,                        14.379,                        21.670,                        10.119,
6/29/2015 8:00:00 AM ,     311.000,                        14.400,                        21.177,                        10.135,
6/29/2015 9:00:00 AM ,     312.000,                        14.365,                        21.325,                        10.110,
6/29/2015 10:00:00 AM,     313.000,                        14.354,                        21.473,                        10.102,
6/29/2015 11:00:00 AM,     314.000,                        14.353,                        22.162,                        10.101,
6/29/2015 12:00:00 PM,     315.000,                        14.359,                        23.046,                        10.106,
6/29/2015 1:00:00 PM ,     316.000,                        14.353,                        23.926,                        10.101,
6/29/2015 2:00:00 PM ,     317.000,                        14.349,                        24.948,                        10.098,
6/29/2015 3:00:00 PM ,     318.000,                        14.342,                        26.305,                        10.094,
