Report Date:,10/7/2015 4:36:29 PM
Application:,WinSitu.exe
Application Version:,5.6.22.4


Log File Properties
File Name,IB-1_70m_monitoring_2015-10-07_16-36-08-415.wsl
Create Date,10/7/2015 4:36:04 PM

Device Properties
Device,Rugged TROLL 100
Site,ILJOOK
Device Name, 
Serial Number,361552
Firmware Version,1.01
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
6/20/2015 12:00:00 AM,      87.000,                        14.501,                        25.670,                        10.206,
6/20/2015 1:00:00 AM ,      88.000,                        14.528,                        26.011,                        10.224,
6/20/2015 2:00:00 AM ,      89.000,                        14.506,                        26.303,                        10.209,
6/20/2015 3:00:00 AM ,      90.000,                        14.528,                        26.448,                        10.224,
6/20/2015 4:00:00 AM ,      91.000,                        14.523,                        26.351,                        10.221,
6/20/2015 5:00:00 AM ,      92.000,                        14.545,                        26.642,                        10.236,
6/20/2015 6:00:00 AM ,      93.000,                        14.541,                        26.691,                        10.233,
6/20/2015 7:00:00 AM ,      94.000,                        14.515,                        26.788,                        10.215,
6/20/2015 8:00:00 AM ,      95.000,                        14.541,                        26.885,                        10.234,
6/20/2015 9:00:00 AM ,      96.000,                        14.545,                        26.982,                        10.237,
6/20/2015 10:00:00 AM,      97.000,                        14.524,                        27.079,                        10.222,
6/20/2015 11:00:00 AM,      98.000,                        14.541,                        27.127,                        10.234,
6/20/2015 12:00:00 PM,      99.000,                        14.533,                        27.224,                        10.228,
6/20/2015 1:00:00 PM ,     100.000,                        14.541,                        27.224,                        10.234,
6/20/2015 2:00:00 PM ,     101.000,                        14.541,                        27.321,                        10.234,
6/20/2015 3:00:00 PM ,     102.000,                        14.537,                        27.272,                        10.231,
6/20/2015 4:00:00 PM ,     103.000,                        14.533,                        27.369,                        10.228,
6/20/2015 5:00:00 PM ,     104.000,                        14.546,                        27.369,                        10.237,
6/20/2015 6:00:00 PM ,     105.000,                        14.520,                        27.417,                        10.219,
6/20/2015 7:00:00 PM ,     106.000,                        14.516,                        27.369,                        10.216,
6/20/2015 8:00:00 PM ,     107.000,                        14.554,                        27.369,                        10.243,
6/20/2015 9:00:00 PM ,     108.000,                        14.554,                        27.321,                        10.243,
6/20/2015 10:00:00 PM,     109.000,                        14.533,                        27.369,                        10.228,
6/20/2015 11:00:00 PM,     110.000,                        14.550,                        27.272,                        10.240,
6/21/2015 12:00:00 AM,     111.000,                        14.537,                        27.272,                        10.231,
6/21/2015 1:00:00 AM ,     112.000,                        14.559,                        27.224,                        10.246,
6/21/2015 2:00:00 AM ,     113.000,                        14.515,                        27.176,                        10.216,
6/21/2015 3:00:00 AM ,     114.000,                        14.507,                        27.127,                        10.209,
6/21/2015 4:00:00 AM ,     115.000,                        14.537,                        27.030,                        10.231,
6/21/2015 5:00:00 AM ,     116.000,                        14.550,                        26.982,                        10.240,
6/21/2015 6:00:00 AM ,     117.000,                        14.563,                        26.933,                        10.249,
6/21/2015 7:00:00 AM ,     118.000,                        14.519,                        26.788,                        10.218,
6/21/2015 8:00:00 AM ,     119.000,                        14.558,                        26.739,                        10.246,
6/21/2015 9:00:00 AM ,     120.000,                        14.558,                        26.739,                        10.246,
6/21/2015 10:00:00 AM,     121.000,                        14.532,                        26.739,                        10.227,
6/21/2015 11:00:00 AM,     122.000,                        14.558,                        26.739,                        10.246,
6/21/2015 12:00:00 PM,     123.000,                        14.537,                        26.788,                        10.231,
6/21/2015 1:00:00 PM ,     124.000,                        14.528,                        26.933,                        10.225,
6/21/2015 2:00:00 PM ,     125.000,                        14.528,                        26.982,                        10.225,
6/21/2015 3:00:00 PM ,     126.000,                        14.511,                        27.079,                        10.212,
6/21/2015 4:00:00 PM ,     127.000,                        14.524,                        27.127,                        10.222,
6/21/2015 5:00:00 PM ,     128.000,                        14.490,                        27.369,                        10.197,
6/21/2015 6:00:00 PM ,     129.000,                        14.511,                        27.514,                        10.213,
6/21/2015 7:00:00 PM ,     130.000,                        14.511,                        27.659,                        10.213,
6/21/2015 8:00:00 PM ,     131.000,                        14.516,                        27.804,                        10.216,
6/21/2015 9:00:00 PM ,     132.000,                        14.537,                        27.852,                        10.231,
6/21/2015 10:00:00 PM,     133.000,                        14.537,                        27.852,                        10.231,
6/21/2015 11:00:00 PM,     134.000,                        14.546,                        27.804,                        10.237,
6/22/2015 12:00:00 AM,     135.000,                        14.555,                        27.804,                        10.243,
6/22/2015 1:00:00 AM ,     136.000,                        14.550,                        27.804,                        10.240,
6/22/2015 2:00:00 AM ,     137.000,                        14.546,                        27.804,                        10.237,
6/22/2015 3:00:00 AM ,     138.000,                        14.529,                        27.756,                        10.225,
6/22/2015 4:00:00 AM ,     139.000,                        14.542,                        27.707,                        10.234,
6/22/2015 5:00:00 AM ,     140.000,                        14.542,                        27.756,                        10.234,
6/22/2015 6:00:00 AM ,     141.000,                        14.550,                        27.707,                        10.240,
6/22/2015 7:00:00 AM ,     142.000,                        14.542,                        27.659,                        10.234,
6/22/2015 8:00:00 AM ,     143.000,                        14.533,                        27.611,                        10.228,
6/22/2015 9:00:00 AM ,     144.000,                        14.554,                        27.514,                        10.243,
6/22/2015 10:00:00 AM,     145.000,                        14.528,                        27.079,                        10.225,
6/22/2015 11:00:00 AM,     146.000,                        14.536,                        26.400,                        10.230,
6/22/2015 12:00:00 PM,     147.000,                        14.527,                        25.768,                        10.224,
6/22/2015 1:00:00 PM ,     148.000,                        14.531,                        25.183,                        10.227,
6/22/2015 2:00:00 PM ,     149.000,                        14.501,                        24.694,                        10.205,
6/22/2015 3:00:00 PM ,     150.000,                        14.488,                        24.450,                        10.196,
6/22/2015 4:00:00 PM ,     151.000,                        14.488,                        24.205,                        10.196,
6/22/2015 5:00:00 PM ,     152.000,                        14.505,                        24.058,                        10.208,
6/22/2015 6:00:00 PM ,     153.000,                        14.505,                        23.910,                        10.208,
6/22/2015 7:00:00 PM ,     154.000,                        14.509,                        23.861,                        10.211,
6/22/2015 8:00:00 PM ,     155.000,                        14.509,                        23.714,                        10.211,
6/22/2015 9:00:00 PM ,     156.000,                        14.543,                        23.419,                        10.235,
6/22/2015 10:00:00 PM,     157.000,                        14.535,                        23.124,                        10.229,
6/22/2015 11:00:00 PM,     158.000,                        14.543,                        23.370,                        10.235,
6/23/2015 12:00:00 AM,     159.000,                        14.518,                        23.910,                        10.217,
6/23/2015 1:00:00 AM ,     160.000,                        14.531,                        24.352,                        10.226,
6/23/2015 2:00:00 AM ,     161.000,                        14.535,                        24.792,                        10.230,
6/23/2015 3:00:00 AM ,     162.000,                        14.518,                        25.134,                        10.218,
6/23/2015 4:00:00 AM ,     163.000,                        14.536,                        25.524,                        10.230,
6/23/2015 5:00:00 AM ,     164.000,                        14.532,                        25.670,                        10.227,
6/23/2015 6:00:00 AM ,     165.000,                        14.558,                        25.816,                        10.245,
6/23/2015 7:00:00 AM ,     166.000,                        14.575,                        25.962,                        10.257,
6/23/2015 8:00:00 AM ,     167.000,                        14.558,                        26.254,                        10.245,
6/23/2015 9:00:00 AM ,     168.000,                        14.562,                        26.351,                        10.248,
6/23/2015 10:00:00 AM,     169.000,                        14.549,                        26.351,                        10.239,
6/23/2015 11:00:00 AM,     170.000,                        14.549,                        26.060,                        10.239,
6/23/2015 12:00:00 PM,     171.000,                        14.523,                        25.816,                        10.221,
6/23/2015 1:00:00 PM ,     172.000,                        14.523,                        25.232,                        10.221,
6/23/2015 2:00:00 PM ,     173.000,                        14.527,                        25.036,                        10.224,
6/23/2015 3:00:00 PM ,     174.000,                        14.527,                        24.939,                        10.224,
6/23/2015 4:00:00 PM ,     175.000,                        14.510,                        24.890,                        10.212,
6/23/2015 5:00:00 PM ,     176.000,                        14.514,                        24.939,                        10.215,
6/23/2015 6:00:00 PM ,     177.000,                        14.518,                        24.987,                        10.218,
6/23/2015 7:00:00 PM ,     178.000,                        14.514,                        24.987,                        10.215,
6/23/2015 8:00:00 PM ,     179.000,                        14.437,                        25.719,                        10.160,
6/23/2015 9:00:00 PM ,     180.000,                        14.554,                        27.127,                        10.243,
6/23/2015 10:00:00 PM,     181.000,                        14.568,                        27.852,                        10.252,
6/23/2015 11:00:00 PM,     182.000,                        14.572,                        27.852,                        10.255,
6/24/2015 12:00:00 AM,     183.000,                        14.572,                        27.562,                        10.255,
6/24/2015 1:00:00 AM ,     184.000,                        14.567,                        27.224,                        10.252,
6/24/2015 2:00:00 AM ,     185.000,                        14.558,                        26.885,                        10.246,
6/24/2015 3:00:00 AM ,     186.000,                        14.549,                        26.545,                        10.239,
6/24/2015 4:00:00 AM ,     187.000,                        14.553,                        26.157,                        10.242,
6/24/2015 5:00:00 AM ,     188.000,                        14.562,                        25.962,                        10.248,
6/24/2015 6:00:00 AM ,     189.000,                        14.540,                        25.475,                        10.233,
6/24/2015 7:00:00 AM ,     190.000,                        14.570,                        25.280,                        10.254,
6/24/2015 8:00:00 AM ,     191.000,                        14.566,                        25.036,                        10.251,
6/24/2015 9:00:00 AM ,     192.000,                        14.488,                        25.573,                        10.197,
6/24/2015 10:00:00 AM,     193.000,                        14.481,                        26.982,                        10.191,
6/24/2015 11:00:00 AM,     194.000,                        14.460,                        28.238,                        10.177,
6/24/2015 12:00:00 PM,     195.000,                        14.479,                        30.159,                        10.190,
6/24/2015 1:00:00 PM ,     196.000,                        14.486,                        32.207,                        10.195,
6/24/2015 2:00:00 PM ,     197.000,                        14.449,                        33.863,                        10.169,
6/24/2015 3:00:00 PM ,     198.000,                        14.434,                        35.227,                        10.158,
6/24/2015 4:00:00 PM ,     199.000,                        14.457,                        36.538,                        10.175,
6/24/2015 5:00:00 PM ,     200.000,                        14.466,                        36.958,                        10.181,
6/24/2015 6:00:00 PM ,     201.000,                        14.383,                        36.304,                        10.123,
6/24/2015 7:00:00 PM ,     202.000,                        14.506,                        34.475,                        10.209,
6/24/2015 8:00:00 PM ,     203.000,                        14.530,                        33.249,                        10.226,
6/24/2015 9:00:00 PM ,     204.000,                        14.477,                        31.875,                        10.188,
6/24/2015 10:00:00 PM,     205.000,                        14.449,                        30.398,                        10.169,
6/24/2015 11:00:00 PM,     206.000,                        14.483,                        29.632,                        10.193,
6/25/2015 12:00:00 AM,     207.000,                        14.461,                        29.152,                        10.177,
6/25/2015 1:00:00 AM ,     208.000,                        14.456,                        28.816,                        10.174,
6/25/2015 2:00:00 AM ,     209.000,                        14.448,                        28.575,                        10.168,
6/25/2015 3:00:00 AM ,     210.000,                        14.417,                        28.383,                        10.147,
6/25/2015 4:00:00 AM ,     211.000,                        14.434,                        28.286,                        10.159,
6/25/2015 5:00:00 AM ,     212.000,                        14.443,                        28.238,                        10.165,
6/25/2015 6:00:00 AM ,     213.000,                        14.421,                        28.190,                        10.149,
6/25/2015 7:00:00 AM ,     214.000,                        14.430,                        28.142,                        10.155,
6/25/2015 8:00:00 AM ,     215.000,                        14.469,                        28.094,                        10.183,
6/25/2015 9:00:00 AM ,     216.000,                        14.356,                        27.224,                        10.103,
6/25/2015 10:00:00 AM,     217.000,                        14.408,                        27.659,                        10.140,
6/25/2015 11:00:00 AM,     218.000,                        14.413,                        28.672,                        10.144,
6/25/2015 12:00:00 PM,     219.000,                        14.414,                        29.824,                        10.144,
6/25/2015 1:00:00 PM ,     220.000,                        14.406,                        30.446,                        10.139,
6/25/2015 2:00:00 PM ,     221.000,                        14.390,                        30.875,                        10.127,
6/25/2015 3:00:00 PM ,     222.000,                        14.372,                        30.684,                        10.115,
6/25/2015 4:00:00 PM ,     223.000,                        14.372,                        30.493,                        10.115,
6/25/2015 5:00:00 PM ,     224.000,                        14.372,                        30.254,                        10.114,
6/25/2015 6:00:00 PM ,     225.000,                        14.367,                        29.824,                        10.111,
6/25/2015 7:00:00 PM ,     226.000,                        14.319,                        29.488,                        10.077,
6/25/2015 8:00:00 PM ,     227.000,                        14.246,                        29.440,                        10.026,
6/25/2015 9:00:00 PM ,     228.000,                        14.310,                        28.672,                        10.071,
6/25/2015 10:00:00 PM,     229.000,                        14.309,                        27.466,                        10.070,
6/25/2015 11:00:00 PM,     230.000,                        14.295,                        26.351,                        10.061,
6/26/2015 12:00:00 AM,     231.000,                        14.299,                        25.378,                        10.063,
6/26/2015 1:00:00 AM ,     232.000,                        14.286,                        24.499,                        10.054,
6/26/2015 2:00:00 AM ,     233.000,                        14.264,                        23.812,                        10.039,
6/26/2015 3:00:00 AM ,     234.000,                        14.216,                        23.124,                        10.005,
6/26/2015 4:00:00 AM ,     235.000,                        14.238,                        22.434,                        10.020,
6/26/2015 5:00:00 AM ,     236.000,                        14.212,                        21.841,                        10.002,
6/26/2015 6:00:00 AM ,     237.000,                        14.216,                        21.295,                        10.005,
6/26/2015 7:00:00 AM ,     238.000,                        14.203,                        20.799,                         9.996,
6/26/2015 8:00:00 AM ,     239.000,                        14.203,                        20.401,                         9.996,
6/26/2015 9:00:00 AM ,     240.000,                        14.216,                        20.052,                        10.005,
6/26/2015 10:00:00 AM,     241.000,                        14.229,                        19.902,                        10.014,
6/26/2015 11:00:00 AM,     242.000,                        14.216,                        19.852,                        10.005,
6/26/2015 12:00:00 PM,     243.000,                        14.225,                        19.952,                        10.011,
6/26/2015 1:00:00 PM ,     244.000,                        14.216,                        20.201,                        10.005,
6/26/2015 2:00:00 PM ,     245.000,                        14.242,                        20.649,                        10.023,
6/26/2015 3:00:00 PM ,     246.000,                        14.255,                        21.295,                        10.032,
6/26/2015 4:00:00 PM ,     247.000,                        14.238,                        21.989,                        10.020,
6/26/2015 5:00:00 PM ,     248.000,                        14.259,                        22.681,                        10.035,
6/26/2015 6:00:00 PM ,     249.000,                        14.259,                        23.321,                        10.035,
6/26/2015 7:00:00 PM ,     250.000,                        14.285,                        23.665,                        10.054,
6/26/2015 8:00:00 PM ,     251.000,                        14.285,                        23.763,                        10.054,
6/26/2015 9:00:00 PM ,     252.000,                        14.303,                        23.616,                        10.066,
6/26/2015 10:00:00 PM,     253.000,                        14.324,                        23.321,                        10.081,
6/26/2015 11:00:00 PM,     254.000,                        14.350,                        22.976,                        10.099,
6/27/2015 12:00:00 AM,     255.000,                        14.371,                        22.631,                        10.114,
6/27/2015 1:00:00 AM ,     256.000,                        14.332,                        22.236,                        10.087,
6/27/2015 2:00:00 AM ,     257.000,                        14.328,                        21.791,                        10.084,
6/27/2015 3:00:00 AM ,     258.000,                        14.350,                        21.345,                        10.099,
6/27/2015 4:00:00 AM ,     259.000,                        14.350,                        20.898,                        10.099,
6/27/2015 5:00:00 AM ,     260.000,                        14.358,                        20.500,                        10.105,
6/27/2015 6:00:00 AM ,     261.000,                        14.371,                        20.151,                        10.114,
6/27/2015 7:00:00 AM ,     262.000,                        14.371,                        19.852,                        10.114,
6/27/2015 8:00:00 AM ,     263.000,                        14.384,                        19.702,                        10.123,
6/27/2015 9:00:00 AM ,     264.000,                        14.354,                        19.752,                        10.102,
6/27/2015 10:00:00 AM,     265.000,                        14.384,                        20.151,                        10.123,
6/27/2015 11:00:00 AM,     266.000,                        14.397,                        20.799,                        10.132,
6/27/2015 12:00:00 PM,     267.000,                        14.397,                        21.642,                        10.132,
6/27/2015 1:00:00 PM ,     268.000,                        14.371,                        22.533,                        10.114,
6/27/2015 2:00:00 PM ,     269.000,                        14.371,                        23.468,                        10.114,
6/27/2015 3:00:00 PM ,     270.000,                        14.462,                        24.890,                        10.178,
6/27/2015 4:00:00 PM ,     271.000,                        14.374,                        27.562,                        10.116,
6/27/2015 5:00:00 PM ,     272.000,                        14.388,                        29.440,                        10.126,
6/27/2015 6:00:00 PM ,     273.000,                        14.393,                        30.015,                        10.129,
6/27/2015 7:00:00 PM ,     274.000,                        14.415,                        30.063,                        10.145,
6/27/2015 8:00:00 PM ,     275.000,                        14.393,                        29.824,                        10.129,
6/27/2015 9:00:00 PM ,     276.000,                        14.444,                        29.248,                        10.165,
6/27/2015 10:00:00 PM,     277.000,                        14.434,                        28.286,                        10.159,
6/27/2015 11:00:00 PM,     278.000,                        14.442,                        27.224,                        10.164,
6/28/2015 12:00:00 AM,     279.000,                        14.428,                        26.060,                        10.154,
6/28/2015 1:00:00 AM ,     280.000,                        14.428,                        24.939,                        10.154,
6/28/2015 2:00:00 AM ,     281.000,                        14.535,                        24.009,                        10.229,
6/28/2015 3:00:00 AM ,     282.000,                        14.570,                        24.205,                        10.254,
6/28/2015 4:00:00 AM ,     283.000,                        14.544,                        24.645,                        10.236,
6/28/2015 5:00:00 AM ,     284.000,                        14.561,                        24.890,                        10.248,
6/28/2015 6:00:00 AM ,     285.000,                        14.566,                        24.987,                        10.251,
6/28/2015 7:00:00 AM ,     286.000,                        14.548,                        24.890,                        10.239,
6/28/2015 8:00:00 AM ,     287.000,                        14.553,                        24.743,                        10.242,
6/28/2015 9:00:00 AM ,     288.000,                        14.548,                        24.645,                        10.239,
6/28/2015 10:00:00 AM,     289.000,                        14.561,                        24.547,                        10.248,
6/28/2015 11:00:00 AM,     290.000,                        14.552,                        24.450,                        10.242,
6/28/2015 12:00:00 PM,     291.000,                        14.557,                        24.401,                        10.245,
6/28/2015 1:00:00 PM ,     292.000,                        14.514,                        24.352,                        10.214,
6/28/2015 2:00:00 PM ,     293.000,                        14.364,                        25.719,                        10.109,
6/28/2015 3:00:00 PM ,     294.000,                        14.443,                        27.804,                        10.164,
6/28/2015 4:00:00 PM ,     295.000,                        14.439,                        28.768,                        10.162,
6/28/2015 5:00:00 PM ,     296.000,                        14.436,                        29.440,                        10.159,
6/28/2015 6:00:00 PM ,     297.000,                        14.393,                        29.776,                        10.129,
6/28/2015 7:00:00 PM ,     298.000,                        14.372,                        30.159,                        10.114,
6/28/2015 8:00:00 PM ,     299.000,                        14.437,                        30.493,                        10.160,
6/28/2015 9:00:00 PM ,     300.000,                        14.462,                        30.063,                        10.178,
6/28/2015 10:00:00 PM,     301.000,                        14.452,                        29.152,                        10.171,
6/28/2015 11:00:00 PM,     302.000,                        14.473,                        27.997,                        10.186,
6/29/2015 12:00:00 AM,     303.000,                        14.472,                        26.788,                        10.185,
6/29/2015 1:00:00 AM ,     304.000,                        14.450,                        25.719,                        10.169,
6/29/2015 2:00:00 AM ,     305.000,                        14.441,                        24.792,                        10.163,
6/29/2015 3:00:00 AM ,     306.000,                        14.432,                        23.861,                        10.157,
6/29/2015 4:00:00 AM ,     307.000,                        14.449,                        23.124,                        10.169,
6/29/2015 5:00:00 AM ,     308.000,                        14.431,                        22.384,                        10.156,
6/29/2015 6:00:00 AM ,     309.000,                        14.427,                        21.742,                        10.153,
6/29/2015 7:00:00 AM ,     310.000,                        14.427,                        21.147,                        10.153,
6/29/2015 8:00:00 AM ,     311.000,                        14.431,                        20.898,                        10.156,
6/29/2015 9:00:00 AM ,     312.000,                        14.436,                        21.047,                        10.159,
6/29/2015 10:00:00 AM,     313.000,                        14.410,                        21.543,                        10.141,
6/29/2015 11:00:00 AM,     314.000,                        14.397,                        22.187,                        10.132,
6/29/2015 12:00:00 PM,     315.000,                        14.414,                        23.124,                        10.144,
6/29/2015 1:00:00 PM ,     316.000,                        14.419,                        24.156,                        10.148,
6/29/2015 2:00:00 PM ,     317.000,                        14.402,                        25.280,                        10.136,
6/29/2015 3:00:00 PM ,     318.000,                        14.399,                        26.739,                        10.133,
